Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
997¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":160,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Program
1745¿CFG_F_START¿¿1745¿1529_anon¿¿¿¿¿CFG_F_START
1746¿CFG_F_END¿¿0¿1529_anon¿¿¿¿¿CFG_F_END
1747¿CFG_IF_END¿¿0¿1553¿¿¿¿¿CFG_IF_END
1748¿CFG_F_START¿¿1748¿1589_anon¿¿¿¿¿CFG_F_START
1749¿CFG_F_END¿¿0¿1589_anon¿¿¿¿¿CFG_F_END
1750¿CFG_IF_END¿¿0¿1605¿¿¿¿¿CFG_IF_END
1751¿CFG_IF_END¿¿0¿1635¿¿¿¿¿CFG_IF_END
1752¿CFG_IF_END¿¿0¿1678¿¿¿¿¿CFG_IF_END
1753¿CFG_IF_END¿¿0¿1619¿¿¿¿¿CFG_IF_END
1754¿CFG_F_START¿¿1754¿1696_anon¿¿¿¿¿CFG_F_START
1755¿CFG_F_END¿¿0¿1696_anon¿¿¿¿¿CFG_F_END
1756¿CFG_F_START¿¿1756¿1699_anon¿¿¿¿¿CFG_F_START
1757¿CFG_F_END¿¿0¿1699_anon¿¿¿¿¿CFG_F_END
1758¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1759¿PDG_CALL¿¿1713¿1713.CALL->require-o227¿¿¿¿¿PDG_CALL
1760¿PDG_OBJECT¿¿0¿1713.ip-o228¿¿¿¿¿PDG_OBJECT
1761¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1762¿PDG_CALL¿¿1713¿1713.CALL->require-o229¿¿¿¿¿PDG_CALL
1763¿PDG_OBJECT¿¿0¿1713.os-o230¿¿¿¿¿PDG_OBJECT
1764¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1765¿PDG_CALL¿¿1713¿1713.CALL->require-o231¿¿¿¿¿PDG_CALL
1766¿PDG_OBJECT¿¿0¿1713.net-o232¿¿¿¿¿PDG_OBJECT
1767¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1768¿PDG_CALL¿¿1713¿1713.CALL->require-o233¿¿¿¿¿PDG_CALL
1769¿PDG_OBJECT¿¿0¿1713.cp-o234¿¿¿¿¿PDG_OBJECT
1770¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1771¿PDG_CALL¿¿1713¿1713.CALL->require-o235¿¿¿¿¿PDG_CALL
1772¿PDG_OBJECT¿¿0¿1713.parseLinux-o236¿¿¿¿¿PDG_OBJECT
1773¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1774¿PDG_CALL¿¿1713¿1713.CALL->require-o237¿¿¿¿¿PDG_CALL
1775¿PDG_OBJECT¿¿0¿1713.parseWin32-o238¿¿¿¿¿PDG_OBJECT
1776¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1777¿PDG_CALL¿¿1713¿1713.CALL->require-o239¿¿¿¿¿PDG_CALL
1778¿PDG_OBJECT¿¿0¿1713.parseRow-o240¿¿¿¿¿PDG_OBJECT
1779¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1780¿PDG_CALL¿¿1713¿1713.CALL->getServers-o241¿¿¿¿¿PDG_CALL
1781¿PDG_OBJECT¿¿0¿1713.servers-o242¿¿¿¿¿PDG_OBJECT
1782¿PDG_OBJECT¿¿0¿1713.lock-o243¿¿¿¿¿PDG_OBJECT
1783¿PDG_OBJECT¿¿0¿1713.v92-o244¿¿¿¿¿PDG_OBJECT
1784¿PDG_OBJECT¿¿0¿1713.TEN_MEGA_BYTE-o245¿¿¿¿¿PDG_OBJECT
1785¿PDG_OBJECT¿¿0¿1713.ONE_MINUTE-o246¿¿¿¿¿PDG_OBJECT
1786¿PDG_OBJECT¿¿0¿1713.options-o247¿¿¿¿¿PDG_OBJECT
1787¿PDG_OBJECT¿¿0¿1713.options-o248¿¿¿¿¿PDG_OBJECT
1788¿PDG_OBJECT¿¿0¿1713.options.maxBuffer-o249¿¿¿¿¿PDG_OBJECT
1789¿PDG_OBJECT¿¿0¿1713.options-o250¿¿¿¿¿PDG_OBJECT
1790¿PDG_OBJECT¿¿0¿1713.options.timeout-o251¿¿¿¿¿PDG_OBJECT
1791¿PDG_OBJECT¿¿0¿1715.this-o252¿¿¿¿¿PDG_OBJECT
1792¿PDG_OBJECT¿¿0¿1715.address-o253¿¿¿¿¿PDG_OBJECT
1793¿PDG_OBJECT¿¿0¿1713.findLocalDevices-o254¿¿¿¿¿PDG_OBJECT
1794¿PDG_OBJECT¿¿0¿1713.module-o255¿¿¿¿¿PDG_OBJECT
1795¿PDG_OBJECT¿¿0¿1713.module.exports-o256¿¿¿¿¿PDG_OBJECT
1796¿PDG_OBJECT¿¿0¿1718.this-o257¿¿¿¿¿PDG_OBJECT
1797¿PDG_OBJECT¿¿0¿1713.getServers-o258¿¿¿¿¿PDG_OBJECT
1798¿PDG_OBJECT¿¿0¿1724.this-o259¿¿¿¿¿PDG_OBJECT
1799¿PDG_OBJECT¿¿0¿1713.pingServers-o260¿¿¿¿¿PDG_OBJECT
1800¿PDG_OBJECT¿¿0¿1726.this-o261¿¿¿¿¿PDG_OBJECT
1801¿PDG_OBJECT¿¿0¿1726.address-o262¿¿¿¿¿PDG_OBJECT
1802¿PDG_OBJECT¿¿0¿1713.pingServer-o263¿¿¿¿¿PDG_OBJECT
1803¿PDG_OBJECT¿¿0¿1732.this-o264¿¿¿¿¿PDG_OBJECT
1804¿PDG_OBJECT¿¿0¿1713.arpAll-o265¿¿¿¿¿PDG_OBJECT
1805¿PDG_OBJECT¿¿0¿1734.this-o266¿¿¿¿¿PDG_OBJECT
1806¿PDG_OBJECT¿¿0¿1734.data-o267¿¿¿¿¿PDG_OBJECT
1807¿PDG_OBJECT¿¿0¿1713.parseAll-o268¿¿¿¿¿PDG_OBJECT
1808¿PDG_OBJECT¿¿0¿1745.this-o269¿¿¿¿¿PDG_OBJECT
1809¿PDG_OBJECT¿¿0¿1745.address-o270¿¿¿¿¿PDG_OBJECT
1810¿PDG_OBJECT¿¿0¿1713.arpOne-o271¿¿¿¿¿PDG_OBJECT
1811¿PDG_OBJECT¿¿0¿1748.this-o272¿¿¿¿¿PDG_OBJECT
1812¿PDG_OBJECT¿¿0¿1748.data-o273¿¿¿¿¿PDG_OBJECT
1813¿PDG_OBJECT¿¿0¿1713.parseOne-o274¿¿¿¿¿PDG_OBJECT
1814¿PDG_OBJECT¿¿0¿1754.this-o275¿¿¿¿¿PDG_OBJECT
1815¿PDG_OBJECT¿¿0¿1754.key-o276¿¿¿¿¿PDG_OBJECT
1816¿PDG_OBJECT¿¿0¿1713.unlock-o277¿¿¿¿¿PDG_OBJECT
1817¿PDG_CALL¿¿1715¿1715.CALL->String-o278¿¿¿¿¿PDG_CALL
1818¿PDG_OBJECT¿¿0¿1715.key-o279¿¿¿¿¿PDG_OBJECT
1819¿PDG_OBJECT¿¿0¿1715.lock.*-o280¿¿¿¿¿PDG_OBJECT
1820¿PDG_CALL¿¿1715¿1715.CALL->pingServer-o281¿¿¿¿¿PDG_CALL
1821¿PDG_OBJECT¿¿0¿1715.v94-o282¿¿¿¿¿PDG_OBJECT
1822¿PDG_CALL¿¿1715¿1715.CALL->v94.then-o283¿¿¿¿¿PDG_CALL
1823¿PDG_OBJECT¿¿0¿1715.v95-o284¿¿¿¿¿PDG_OBJECT
1824¿PDG_CALL¿¿1715¿1715.CALL->pingServers-o285¿¿¿¿¿PDG_CALL
1825¿PDG_OBJECT¿¿0¿1715.v96-o286¿¿¿¿¿PDG_OBJECT
1826¿PDG_CALL¿¿1715¿1715.CALL->v96.then-o287¿¿¿¿¿PDG_CALL
1827¿PDG_OBJECT¿¿0¿1715.v97-o288¿¿¿¿¿PDG_OBJECT
1828¿PDG_OBJECT¿¿0¿1715.v98-o289¿¿¿¿¿PDG_OBJECT
1829¿PDG_CALL¿¿1715¿1715.CALL->unlock-o290¿¿¿¿¿PDG_CALL
1830¿PDG_OBJECT¿¿0¿1715.v99-o291¿¿¿¿¿PDG_OBJECT
1831¿PDG_CALL¿¿1715¿1715.CALL->v98.then-o292¿¿¿¿¿PDG_CALL
1832¿PDG_OBJECT¿¿0¿1715.v100-o293¿¿¿¿¿PDG_OBJECT
1833¿PDG_OBJECT¿¿0¿1715.lock-o294¿¿¿¿¿PDG_OBJECT
1834¿PDG_OBJECT¿¿0¿1715.lock.*-o295¿¿¿¿¿PDG_OBJECT
1835¿PDG_RETURN¿¿0¿1715.RET_OBJ-o296¿¿¿¿¿PDG_RETURN
1836¿PDG_CALL¿¿1718¿1718.CALL->os.networkInterfaces-o297¿¿¿¿¿PDG_CALL
1837¿PDG_OBJECT¿¿0¿1718.interfaces-o298¿¿¿¿¿PDG_OBJECT
1838¿PDG_OBJECT¿¿0¿1718.result-o299¿¿¿¿¿PDG_OBJECT
1839¿PDG_OBJECT¿¿0¿1718.key-o300¿¿¿¿¿PDG_OBJECT
1840¿PDG_OBJECT¿¿0¿1718.key-o301¿¿¿¿¿PDG_OBJECT
1841¿PDG_OBJECT¿¿0¿1718.interfaces.*-o302¿¿¿¿¿PDG_OBJECT
1842¿PDG_OBJECT¿¿0¿1718.addresses.length-o303¿¿¿¿¿PDG_OBJECT
1843¿PDG_OBJECT¿¿0¿1718.addresses.*-o304¿¿¿¿¿PDG_OBJECT
1844¿PDG_OBJECT¿¿0¿1718.address.family-o305¿¿¿¿¿PDG_OBJECT
1845¿PDG_OBJECT¿¿0¿1718.v104-o306¿¿¿¿¿PDG_OBJECT
1846¿PDG_OBJECT¿¿0¿1718.address.internal-o307¿¿¿¿¿PDG_OBJECT
1847¿PDG_OBJECT¿¿0¿1718.v107-o308¿¿¿¿¿PDG_OBJECT
1848¿PDG_OBJECT¿¿0¿1718.address.address-o309¿¿¿¿¿PDG_OBJECT
1849¿PDG_OBJECT¿¿0¿1718.address.netmask-o310¿¿¿¿¿PDG_OBJECT
1850¿PDG_CALL¿¿1718¿1718.CALL->ip.subnet-o311¿¿¿¿¿PDG_CALL
1851¿PDG_OBJECT¿¿0¿1718.subnet-o312¿¿¿¿¿PDG_OBJECT
1852¿PDG_OBJECT¿¿0¿1718.subnet.firstAddress-o313¿¿¿¿¿PDG_OBJECT
1853¿PDG_CALL¿¿1718¿1718.CALL->ip.toLong-o314¿¿¿¿¿PDG_CALL
1854¿PDG_OBJECT¿¿0¿1718.current-o315¿¿¿¿¿PDG_OBJECT
1855¿PDG_OBJECT¿¿0¿1718.subnet.lastAddress-o316¿¿¿¿¿PDG_OBJECT
1856¿PDG_CALL¿¿1718¿1718.CALL->ip.toLong-o317¿¿¿¿¿PDG_CALL
1857¿PDG_OBJECT¿¿0¿1718.v112-o318¿¿¿¿¿PDG_OBJECT
1858¿PDG_OBJECT¿¿0¿1718.last-o319¿¿¿¿¿PDG_OBJECT
1859¿PDG_OBJECT¿¿0¿1718.v114-o320¿¿¿¿¿PDG_OBJECT
1860¿PDG_CALL¿¿1718¿1718.CALL->ip.fromLong-o321¿¿¿¿¿PDG_CALL
1861¿PDG_OBJECT¿¿0¿1718.v115-o322¿¿¿¿¿PDG_OBJECT
1862¿PDG_CALL¿¿1718¿1718.CALL->result.push-o323¿¿¿¿¿PDG_CALL
1863¿PDG_OBJECT¿¿0¿1718.v116-o324¿¿¿¿¿PDG_OBJECT
1864¿PDG_OBJECT¿¿0¿1718.v114-o325¿¿¿¿¿PDG_OBJECT
1865¿PDG_RETURN¿¿0¿1718.RET_OBJ-o326¿¿¿¿¿PDG_RETURN
1866¿PDG_CALL¿¿1724¿1724.CALL->servers.map-o327¿¿¿¿¿PDG_CALL
1867¿PDG_OBJECT¿¿0¿1724.v117-o328¿¿¿¿¿PDG_OBJECT
1868¿PDG_CALL¿¿1724¿1724.CALL->Promise.all-o329¿¿¿¿¿PDG_CALL
1869¿PDG_OBJECT¿¿0¿1724.v118-o330¿¿¿¿¿PDG_OBJECT
1870¿PDG_RETURN¿¿0¿1724.RET_OBJ-o331¿¿¿¿¿PDG_RETURN
1871¿PDG_OBJECT¿¿0¿1728.this-o332¿¿¿¿¿PDG_OBJECT
1872¿PDG_OBJECT¿¿0¿1728.resolve-o333¿¿¿¿¿PDG_OBJECT
1873¿PDG_OBJECT¿¿0¿1726.v124-o334¿¿¿¿¿PDG_OBJECT
1874¿PDG_CALL¿¿1726¿1726.CALL->Promise-o335¿¿¿¿¿PDG_CALL
1875¿PDG_OBJECT¿¿0¿1726.v125-o336¿¿¿¿¿PDG_OBJECT
1876¿PDG_RETURN¿¿0¿1726.RET_OBJ-o337¿¿¿¿¿PDG_RETURN
1877¿PDG_CALL¿¿1728¿1728.CALL->net.Socket-o338¿¿¿¿¿PDG_CALL
1878¿PDG_OBJECT¿¿0¿1728.socket-o339¿¿¿¿¿PDG_OBJECT
1879¿PDG_CALL¿¿1728¿1728.CALL->socket.setTimeout-o340¿¿¿¿¿PDG_CALL
1880¿PDG_OBJECT¿¿0¿1728.v119-o341¿¿¿¿¿PDG_OBJECT
1881¿PDG_CALL¿¿1728¿1728.CALL->socket.connect-o342¿¿¿¿¿PDG_CALL
1882¿PDG_OBJECT¿¿0¿1728.v120-o343¿¿¿¿¿PDG_OBJECT
1883¿PDG_CALL¿¿1728¿1728.CALL->socket.once-o344¿¿¿¿¿PDG_CALL
1884¿PDG_OBJECT¿¿0¿1728.v121-o345¿¿¿¿¿PDG_OBJECT
1885¿PDG_OBJECT¿¿0¿1730.this-o346¿¿¿¿¿PDG_OBJECT
1886¿PDG_OBJECT¿¿0¿1728.close-o347¿¿¿¿¿PDG_OBJECT
1887¿PDG_CALL¿¿1730¿1730.CALL->socket.destroy-o348¿¿¿¿¿PDG_CALL
1888¿PDG_OBJECT¿¿0¿1730.v122-o349¿¿¿¿¿PDG_OBJECT
1889¿PDG_CALL¿¿1730¿1730.CALL->resolve-o350¿¿¿¿¿PDG_CALL
1890¿PDG_OBJECT¿¿0¿1730.v123-o351¿¿¿¿¿PDG_OBJECT
1891¿PDG_CALL¿¿1732¿1732.CALL->cp.exec-o352¿¿¿¿¿PDG_CALL
1892¿PDG_OBJECT¿¿0¿1732.v126-o353¿¿¿¿¿PDG_OBJECT
1893¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1894¿PDG_CALL¿¿1732¿1732.CALL->v126.then-o354¿¿¿¿¿PDG_CALL
1895¿PDG_OBJECT¿¿0¿1732.v127-o355¿¿¿¿¿PDG_OBJECT
1896¿PDG_RETURN¿¿0¿1732.RET_OBJ-o356¿¿¿¿¿PDG_RETURN
1897¿PDG_OBJECT¿¿0¿1734.data.0-o357¿¿¿¿¿PDG_OBJECT
1898¿PDG_OBJECT¿¿0¿1734.v132-o358¿¿¿¿¿PDG_OBJECT
1899¿PDG_RETURN¿¿0¿1734.RET_OBJ-o359¿¿¿¿¿PDG_RETURN
1900¿PDG_OBJECT¿¿0¿1734.process-o360¿¿¿¿¿PDG_OBJECT
1901¿PDG_OBJECT¿¿0¿1734.process.platform-o361¿¿¿¿¿PDG_OBJECT
1902¿PDG_CALL¿¿1734¿1734.CALL->v133.includes-o362¿¿¿¿¿PDG_CALL
1903¿PDG_OBJECT¿¿0¿1734.v134-o363¿¿¿¿¿PDG_OBJECT
1904¿PDG_CALL¿¿1734¿1734.CALL->v135.split-o364¿¿¿¿¿PDG_CALL
1905¿PDG_OBJECT¿¿0¿1734.rows-o365¿¿¿¿¿PDG_OBJECT
1906¿PDG_OBJECT¿¿0¿1737.this-o366¿¿¿¿¿PDG_OBJECT
1907¿PDG_OBJECT¿¿0¿1737.row-o367¿¿¿¿¿PDG_OBJECT
1908¿PDG_OBJECT¿¿0¿1734.v137-o368¿¿¿¿¿PDG_OBJECT
1909¿PDG_CALL¿¿1734¿1734.CALL->rows.map-o369¿¿¿¿¿PDG_CALL
1910¿PDG_OBJECT¿¿0¿1734.v138-o370¿¿¿¿¿PDG_OBJECT
1911¿PDG_CALL¿¿1734¿1734.CALL->v138.filter-o371¿¿¿¿¿PDG_CALL
1912¿PDG_OBJECT¿¿0¿1734.v139-o372¿¿¿¿¿PDG_OBJECT
1913¿PDG_RETURN¿¿0¿1734.RET_OBJ-o373¿¿¿¿¿PDG_RETURN
1914¿PDG_CALL¿¿1734¿1734.CALL->v140.includes-o374¿¿¿¿¿PDG_CALL
1915¿PDG_OBJECT¿¿0¿1734.v141-o375¿¿¿¿¿PDG_OBJECT
1916¿PDG_CALL¿¿1734¿1734.CALL->v142.split-o376¿¿¿¿¿PDG_CALL
1917¿PDG_OBJECT¿¿0¿1734.v143-o377¿¿¿¿¿PDG_OBJECT
1918¿PDG_CALL¿¿1734¿1734.CALL->v143.splice-o378¿¿¿¿¿PDG_CALL
1919¿PDG_OBJECT¿¿0¿1734.winRows-o379¿¿¿¿¿PDG_OBJECT
1920¿PDG_OBJECT¿¿0¿1739.this-o380¿¿¿¿¿PDG_OBJECT
1921¿PDG_OBJECT¿¿0¿1739.row-o381¿¿¿¿¿PDG_OBJECT
1922¿PDG_OBJECT¿¿0¿1734.v145-o382¿¿¿¿¿PDG_OBJECT
1923¿PDG_CALL¿¿1734¿1734.CALL->winRows.map-o383¿¿¿¿¿PDG_CALL
1924¿PDG_OBJECT¿¿0¿1734.v146-o384¿¿¿¿¿PDG_OBJECT
1925¿PDG_CALL¿¿1734¿1734.CALL->v146.filter-o385¿¿¿¿¿PDG_CALL
1926¿PDG_OBJECT¿¿0¿1734.v147-o386¿¿¿¿¿PDG_OBJECT
1927¿PDG_RETURN¿¿0¿1734.RET_OBJ-o387¿¿¿¿¿PDG_RETURN
1928¿PDG_CALL¿¿1734¿1734.CALL->v148.trim-o388¿¿¿¿¿PDG_CALL
1929¿PDG_OBJECT¿¿0¿1734.v149-o389¿¿¿¿¿PDG_OBJECT
1930¿PDG_CALL¿¿1734¿1734.CALL->v149.split-o390¿¿¿¿¿PDG_CALL
1931¿PDG_OBJECT¿¿0¿1734.v150-o391¿¿¿¿¿PDG_OBJECT
1932¿PDG_OBJECT¿¿0¿1743.this-o392¿¿¿¿¿PDG_OBJECT
1933¿PDG_OBJECT¿¿0¿1743.row-o393¿¿¿¿¿PDG_OBJECT
1934¿PDG_OBJECT¿¿0¿1734.v152-o394¿¿¿¿¿PDG_OBJECT
1935¿PDG_CALL¿¿1734¿1734.CALL->v150.map-o395¿¿¿¿¿PDG_CALL
1936¿PDG_OBJECT¿¿0¿1734.v153-o396¿¿¿¿¿PDG_OBJECT
1937¿PDG_CALL¿¿1734¿1734.CALL->v153.filter-o397¿¿¿¿¿PDG_CALL
1938¿PDG_OBJECT¿¿0¿1734.v154-o398¿¿¿¿¿PDG_OBJECT
1939¿PDG_RETURN¿¿0¿1734.RET_OBJ-o399¿¿¿¿¿PDG_RETURN
1940¿PDG_CALL¿¿1737¿1737.CALL->parseLinux-o400¿¿¿¿¿PDG_CALL
1941¿PDG_OBJECT¿¿0¿1737.v136-o401¿¿¿¿¿PDG_OBJECT
1942¿PDG_RETURN¿¿0¿1737.RET_OBJ-o402¿¿¿¿¿PDG_RETURN
1943¿PDG_CALL¿¿1739¿1739.CALL->parseWin32-o403¿¿¿¿¿PDG_CALL
1944¿PDG_OBJECT¿¿0¿1739.v144-o404¿¿¿¿¿PDG_OBJECT
1945¿PDG_RETURN¿¿0¿1739.RET_OBJ-o405¿¿¿¿¿PDG_RETURN
1946¿PDG_CALL¿¿1743¿1743.CALL->parseRow-o406¿¿¿¿¿PDG_CALL
1947¿PDG_OBJECT¿¿0¿1743.v151-o407¿¿¿¿¿PDG_OBJECT
1948¿PDG_RETURN¿¿0¿1743.RET_OBJ-o408¿¿¿¿¿PDG_RETURN
1949¿PDG_CALL¿¿1745¿1745.CALL->ip.isV4Format-o409¿¿¿¿¿PDG_CALL
1950¿PDG_OBJECT¿¿0¿1745.v155-o410¿¿¿¿¿PDG_OBJECT
1951¿PDG_CALL¿¿1745¿1745.CALL->ip.isV6Format-o411¿¿¿¿¿PDG_CALL
1952¿PDG_OBJECT¿¿0¿1745.v157-o412¿¿¿¿¿PDG_OBJECT
1953¿PDG_OBJECT¿¿0¿1745.v159-o413¿¿¿¿¿PDG_OBJECT
1954¿PDG_CALL¿¿1745¿1745.CALL->Error-o414¿¿¿¿¿PDG_CALL
1955¿PDG_OBJECT¿¿0¿1745.v160-o415¿¿¿¿¿PDG_OBJECT
1956¿PDG_CALL¿¿1745¿1745.CALL->Promise.reject-o416¿¿¿¿¿PDG_CALL
1957¿PDG_OBJECT¿¿0¿1745.v161-o417¿¿¿¿¿PDG_OBJECT
1958¿PDG_RETURN¿¿0¿1745.RET_OBJ-o418¿¿¿¿¿PDG_RETURN
1959¿PDG_OBJECT¿¿0¿1745.v162-o419¿¿¿¿¿PDG_OBJECT
1960¿PDG_CALL¿¿1745¿1745.CALL->cp.exec-o420¿¿¿¿¿PDG_CALL
1961¿PDG_OBJECT¿¿0¿1745.v163-o421¿¿¿¿¿PDG_OBJECT
1962¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1963¿PDG_CALL¿¿1745¿1745.CALL->v163.then-o422¿¿¿¿¿PDG_CALL
1964¿PDG_OBJECT¿¿0¿1745.v164-o423¿¿¿¿¿PDG_OBJECT
1965¿PDG_RETURN¿¿0¿1745.RET_OBJ-o424¿¿¿¿¿PDG_RETURN
1966¿PDG_OBJECT¿¿0¿1748.data.0-o425¿¿¿¿¿PDG_OBJECT
1967¿PDG_OBJECT¿¿0¿1748.process-o426¿¿¿¿¿PDG_OBJECT
1968¿PDG_OBJECT¿¿0¿1748.process.platform-o427¿¿¿¿¿PDG_OBJECT
1969¿PDG_CALL¿¿1748¿1748.CALL->v169.includes-o428¿¿¿¿¿PDG_CALL
1970¿PDG_OBJECT¿¿0¿1748.v170-o429¿¿¿¿¿PDG_OBJECT
1971¿PDG_CALL¿¿1748¿1748.CALL->v171.indexOf-o430¿¿¿¿¿PDG_CALL
1972¿PDG_OBJECT¿¿0¿1748.v172-o431¿¿¿¿¿PDG_OBJECT
1973¿PDG_OBJECT¿¿0¿1748.v173-o432¿¿¿¿¿PDG_OBJECT
1974¿PDG_CALL¿¿1748¿1748.CALL->v174.split-o433¿¿¿¿¿PDG_CALL
1975¿PDG_OBJECT¿¿0¿1748.v175-o434¿¿¿¿¿PDG_OBJECT
1976¿PDG_CALL¿¿1748¿1748.CALL->v175.slice-o435¿¿¿¿¿PDG_CALL
1977¿PDG_OBJECT¿¿0¿1748.v176-o436¿¿¿¿¿PDG_OBJECT
1978¿PDG_OBJECT¿¿0¿1748.v176.0-o437¿¿¿¿¿PDG_OBJECT
1979¿PDG_CALL¿¿1748¿1748.CALL->parseLinux-o438¿¿¿¿¿PDG_CALL
1980¿PDG_OBJECT¿¿0¿1748.v177-o439¿¿¿¿¿PDG_OBJECT
1981¿PDG_RETURN¿¿0¿1748.RET_OBJ-o440¿¿¿¿¿PDG_RETURN
1982¿PDG_CALL¿¿1748¿1748.CALL->v178.includes-o441¿¿¿¿¿PDG_CALL
1983¿PDG_OBJECT¿¿0¿1748.v179-o442¿¿¿¿¿PDG_OBJECT
1984¿PDG_CALL¿¿1748¿1748.CALL->parseRow-o443¿¿¿¿¿PDG_CALL
1985¿PDG_OBJECT¿¿0¿1748.v181-o444¿¿¿¿¿PDG_OBJECT
1986¿PDG_RETURN¿¿0¿1748.RET_OBJ-o445¿¿¿¿¿PDG_RETURN
1987¿PDG_OBJECT¿¿0¿1756.this-o446¿¿¿¿¿PDG_OBJECT
1988¿PDG_OBJECT¿¿0¿1756.data-o447¿¿¿¿¿PDG_OBJECT
1989¿PDG_OBJECT¿¿0¿1754.v182-o448¿¿¿¿¿PDG_OBJECT
1990¿PDG_RETURN¿¿0¿1754.RET_OBJ-o449¿¿¿¿¿PDG_RETURN
1991¿PDG_OBJECT¿¿0¿1756.lock-o450¿¿¿¿¿PDG_OBJECT
1992¿PDG_OBJECT¿¿0¿1756.lock.*-o451¿¿¿¿¿PDG_OBJECT
1993¿PDG_RETURN¿¿0¿1756.RET_OBJ-o452¿¿¿¿¿PDG_RETURN
