Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
977¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":125,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Program
1725¿CFG_F_START¿¿1725¿1580_anon¿¿¿¿¿CFG_F_START
1726¿CFG_F_END¿¿0¿1580_anon¿¿¿¿¿CFG_F_END
1727¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1728¿CFG_F_START¿¿1728¿1602_anon¿¿¿¿¿CFG_F_START
1729¿CFG_F_END¿¿0¿1602_anon¿¿¿¿¿CFG_F_END
1730¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1731¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1732¿CFG_SWITCH_END¿¿0¿¿¿¿¿¿CFG_SWITCH_END
1733¿CFG_F_START¿¿1733¿1641_anon¿¿¿¿¿CFG_F_START
1734¿CFG_F_END¿¿0¿1641_anon¿¿¿¿¿CFG_F_END
1735¿CFG_IF_END¿¿0¿1651¿¿¿¿¿CFG_IF_END
1736¿CFG_IF_END¿¿0¿1664¿¿¿¿¿CFG_IF_END
1737¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1738¿PDG_OBJECT¿¿0¿1683.v96-o210¿¿¿¿¿PDG_OBJECT
1739¿PDG_CALL¿¿1683¿1683.CALL->Object.defineProperty-o211¿¿¿¿¿PDG_CALL
1740¿PDG_OBJECT¿¿0¿1683.v97-o212¿¿¿¿¿PDG_OBJECT
1741¿PDG_OBJECT¿¿0¿1683.getMac-o213¿¿¿¿¿PDG_OBJECT
1742¿PDG_OBJECT¿¿0¿1683.exports-o214¿¿¿¿¿PDG_OBJECT
1743¿PDG_OBJECT¿¿0¿1683.exports."default"-o215¿¿¿¿¿PDG_OBJECT
1744¿PDG_CALL¿¿1683¿1683.CALL->require-o216¿¿¿¿¿PDG_CALL
1745¿PDG_OBJECT¿¿0¿1683._constats-o217¿¿¿¿¿PDG_OBJECT
1746¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1747¿PDG_CALL¿¿1683¿1683.CALL->require-o218¿¿¿¿¿PDG_CALL
1748¿PDG_OBJECT¿¿0¿1683.cp-o219¿¿¿¿¿PDG_OBJECT
1749¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1750¿PDG_CALL¿¿1683¿1683.CALL->require-o220¿¿¿¿¿PDG_CALL
1751¿PDG_OBJECT¿¿0¿1683.os-o221¿¿¿¿¿PDG_OBJECT
1752¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1753¿PDG_OBJECT¿¿0¿1685.this-o222¿¿¿¿¿PDG_OBJECT
1754¿PDG_OBJECT¿¿0¿1685.ipAddress-o223¿¿¿¿¿PDG_OBJECT
1755¿PDG_OBJECT¿¿0¿1683.isIpAddress-o224¿¿¿¿¿PDG_OBJECT
1756¿PDG_OBJECT¿¿0¿1688.this-o225¿¿¿¿¿PDG_OBJECT
1757¿PDG_OBJECT¿¿0¿1688.ipAddress-o226¿¿¿¿¿PDG_OBJECT
1758¿PDG_OBJECT¿¿0¿1683.getOwnMacAddress-o227¿¿¿¿¿PDG_OBJECT
1759¿PDG_OBJECT¿¿0¿1700.this-o228¿¿¿¿¿PDG_OBJECT
1760¿PDG_OBJECT¿¿0¿1700.ipAddress-o229¿¿¿¿¿PDG_OBJECT
1761¿PDG_OBJECT¿¿0¿1700.callback-o230¿¿¿¿¿PDG_OBJECT
1762¿PDG_OBJECT¿¿0¿1683.getMacInLinux-o231¿¿¿¿¿PDG_OBJECT
1763¿PDG_OBJECT¿¿0¿1710.this-o232¿¿¿¿¿PDG_OBJECT
1764¿PDG_OBJECT¿¿0¿1710.ipAddress-o233¿¿¿¿¿PDG_OBJECT
1765¿PDG_OBJECT¿¿0¿1710.callback-o234¿¿¿¿¿PDG_OBJECT
1766¿PDG_OBJECT¿¿0¿1683.getMacInWin32-o235¿¿¿¿¿PDG_OBJECT
1767¿PDG_OBJECT¿¿0¿1720.this-o236¿¿¿¿¿PDG_OBJECT
1768¿PDG_OBJECT¿¿0¿1720.ipAddress-o237¿¿¿¿¿PDG_OBJECT
1769¿PDG_OBJECT¿¿0¿1720.callback-o238¿¿¿¿¿PDG_OBJECT
1770¿PDG_OBJECT¿¿0¿1683.getRemoteMac-o239¿¿¿¿¿PDG_OBJECT
1771¿PDG_OBJECT¿¿0¿1733.this-o240¿¿¿¿¿PDG_OBJECT
1772¿PDG_OBJECT¿¿0¿1733.ipAddress-o241¿¿¿¿¿PDG_OBJECT
1773¿PDG_OBJECT¿¿0¿1733.callback-o242¿¿¿¿¿PDG_OBJECT
1774¿PDG_OBJECT¿¿0¿1685.v100-o243¿¿¿¿¿PDG_OBJECT
1775¿PDG_CALL¿¿1685¿1685.CALL->Error-o244¿¿¿¿¿PDG_CALL
1776¿PDG_OBJECT¿¿0¿1685.v102-o245¿¿¿¿¿PDG_OBJECT
1777¿PDG_OBJECT¿¿0¿1685._constats.IP_V4_ADDRESS_REGEX-o246¿¿¿¿¿PDG_OBJECT
1778¿PDG_CALL¿¿1685¿1685.CALL->ipAddress.trim-o247¿¿¿¿¿PDG_CALL
1779¿PDG_OBJECT¿¿0¿1685.v104-o248¿¿¿¿¿PDG_OBJECT
1780¿PDG_CALL¿¿1685¿1685.CALL->v103.test-o249¿¿¿¿¿PDG_CALL
1781¿PDG_OBJECT¿¿0¿1685.v105-o250¿¿¿¿¿PDG_OBJECT
1782¿PDG_RETURN¿¿0¿1685.RET_OBJ-o251¿¿¿¿¿PDG_RETURN
1783¿PDG_CALL¿¿1688¿1688.CALL->os.networkInterfaces-o252¿¿¿¿¿PDG_CALL
1784¿PDG_OBJECT¿¿0¿1688.ifaces-o253¿¿¿¿¿PDG_OBJECT
1785¿PDG_OBJECT¿¿0¿1688.selfIps-o254¿¿¿¿¿PDG_OBJECT
1786¿PDG_CALL¿¿1688¿1688.CALL->Object.keys-o255¿¿¿¿¿PDG_CALL
1787¿PDG_OBJECT¿¿0¿1688.v106-o256¿¿¿¿¿PDG_OBJECT
1788¿PDG_OBJECT¿¿0¿1690.this-o257¿¿¿¿¿PDG_OBJECT
1789¿PDG_OBJECT¿¿0¿1690.ifname-o258¿¿¿¿¿PDG_OBJECT
1790¿PDG_OBJECT¿¿0¿1688.v113-o259¿¿¿¿¿PDG_OBJECT
1791¿PDG_CALL¿¿1688¿1688.CALL->v106.forEach-o260¿¿¿¿¿PDG_CALL
1792¿PDG_OBJECT¿¿0¿1688.v114-o261¿¿¿¿¿PDG_OBJECT
1793¿PDG_OBJECT¿¿0¿1695.this-o262¿¿¿¿¿PDG_OBJECT
1794¿PDG_OBJECT¿¿0¿1695._ref-o263¿¿¿¿¿PDG_OBJECT
1795¿PDG_OBJECT¿¿0¿1688.v116-o264¿¿¿¿¿PDG_OBJECT
1796¿PDG_CALL¿¿1688¿1688.CALL->selfIps.filter-o265¿¿¿¿¿PDG_CALL
1797¿PDG_OBJECT¿¿0¿1688.v117-o266¿¿¿¿¿PDG_OBJECT
1798¿PDG_OBJECT¿¿0¿1697.this-o267¿¿¿¿¿PDG_OBJECT
1799¿PDG_OBJECT¿¿0¿1697.selfIp-o268¿¿¿¿¿PDG_OBJECT
1800¿PDG_OBJECT¿¿0¿1688.v119-o269¿¿¿¿¿PDG_OBJECT
1801¿PDG_CALL¿¿1688¿1688.CALL->v117.map-o270¿¿¿¿¿PDG_CALL
1802¿PDG_OBJECT¿¿0¿1688.ownMacAddress-o271¿¿¿¿¿PDG_OBJECT
1803¿PDG_OBJECT¿¿0¿1688.ownMacAddress.length-o272¿¿¿¿¿PDG_OBJECT
1804¿PDG_OBJECT¿¿0¿1688.v121-o273¿¿¿¿¿PDG_OBJECT
1805¿PDG_OBJECT¿¿0¿1688.ownMacAddress.0-o274¿¿¿¿¿PDG_OBJECT
1806¿PDG_OBJECT¿¿0¿1688.v123-o275¿¿¿¿¿PDG_OBJECT
1807¿PDG_RETURN¿¿0¿1688.RET_OBJ-o276¿¿¿¿¿PDG_RETURN
1808¿PDG_OBJECT¿¿0¿1690.ifaces.*-o277¿¿¿¿¿PDG_OBJECT
1809¿PDG_OBJECT¿¿0¿1692.this-o278¿¿¿¿¿PDG_OBJECT
1810¿PDG_OBJECT¿¿0¿1692.iface-o279¿¿¿¿¿PDG_OBJECT
1811¿PDG_OBJECT¿¿0¿1690.v111-o280¿¿¿¿¿PDG_OBJECT
1812¿PDG_CALL¿¿1690¿1690.CALL->v107.forEach-o281¿¿¿¿¿PDG_CALL
1813¿PDG_OBJECT¿¿0¿1690.v112-o282¿¿¿¿¿PDG_OBJECT
1814¿PDG_OBJECT¿¿0¿1692.iface.family-o283¿¿¿¿¿PDG_OBJECT
1815¿PDG_OBJECT¿¿0¿1692.v109-o284¿¿¿¿¿PDG_OBJECT
1816¿PDG_CALL¿¿1692¿1692.CALL->selfIps.push-o285¿¿¿¿¿PDG_CALL
1817¿PDG_OBJECT¿¿0¿1692.v110-o286¿¿¿¿¿PDG_OBJECT
1818¿PDG_OBJECT¿¿0¿1695._ref.address-o287¿¿¿¿¿PDG_OBJECT
1819¿PDG_OBJECT¿¿0¿1695.v115-o288¿¿¿¿¿PDG_OBJECT
1820¿PDG_RETURN¿¿0¿1695.RET_OBJ-o289¿¿¿¿¿PDG_RETURN
1821¿PDG_OBJECT¿¿0¿1697.selfIp.mac-o290¿¿¿¿¿PDG_OBJECT
1822¿PDG_RETURN¿¿0¿1697.RET_OBJ-o291¿¿¿¿¿PDG_RETURN
1823¿PDG_OBJECT¿¿0¿1700.v124-o292¿¿¿¿¿PDG_OBJECT
1824¿PDG_OBJECT¿¿0¿1702.this-o293¿¿¿¿¿PDG_OBJECT
1825¿PDG_OBJECT¿¿0¿1702.error-o294¿¿¿¿¿PDG_OBJECT
1826¿PDG_OBJECT¿¿0¿1702.stdout-o295¿¿¿¿¿PDG_OBJECT
1827¿PDG_OBJECT¿¿0¿1702.stderr-o296¿¿¿¿¿PDG_OBJECT
1828¿PDG_OBJECT¿¿0¿1700.v146-o297¿¿¿¿¿PDG_OBJECT
1829¿PDG_CALL¿¿1700¿1700.CALL->cp.exec-o298¿¿¿¿¿PDG_CALL
1830¿PDG_OBJECT¿¿0¿1700.v147-o299¿¿¿¿¿PDG_OBJECT
1831¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1832¿PDG_OBJECT¿¿0¿1702.v126-o300¿¿¿¿¿PDG_OBJECT
1833¿PDG_CALL¿¿1702¿1702.CALL->undefined.concat-o301¿¿¿¿¿PDG_CALL
1834¿PDG_OBJECT¿¿0¿1702.v127-o302¿¿¿¿¿PDG_OBJECT
1835¿PDG_CALL¿¿1702¿1702.CALL->v127.concat-o303¿¿¿¿¿PDG_CALL
1836¿PDG_OBJECT¿¿0¿1702.v129-o304¿¿¿¿¿PDG_OBJECT
1837¿PDG_CALL¿¿1702¿1702.CALL->callback-o305¿¿¿¿¿PDG_CALL
1838¿PDG_OBJECT¿¿0¿1702.v130-o306¿¿¿¿¿PDG_OBJECT
1839¿PDG_OBJECT¿¿0¿1706.this-o307¿¿¿¿¿PDG_OBJECT
1840¿PDG_OBJECT¿¿0¿1706.error-o308¿¿¿¿¿PDG_OBJECT
1841¿PDG_OBJECT¿¿0¿1706.stdout-o309¿¿¿¿¿PDG_OBJECT
1842¿PDG_OBJECT¿¿0¿1706.stderr-o310¿¿¿¿¿PDG_OBJECT
1843¿PDG_OBJECT¿¿0¿1702.v144-o311¿¿¿¿¿PDG_OBJECT
1844¿PDG_CALL¿¿1702¿1702.CALL->cp.exec-o312¿¿¿¿¿PDG_CALL
1845¿PDG_OBJECT¿¿0¿1702.v145-o313¿¿¿¿¿PDG_OBJECT
1846¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1847¿PDG_OBJECT¿¿0¿1706.v132-o314¿¿¿¿¿PDG_OBJECT
1848¿PDG_CALL¿¿1706¿1706.CALL->undefined.concat-o315¿¿¿¿¿PDG_CALL
1849¿PDG_OBJECT¿¿0¿1706.v133-o316¿¿¿¿¿PDG_OBJECT
1850¿PDG_CALL¿¿1706¿1706.CALL->v133.concat-o317¿¿¿¿¿PDG_CALL
1851¿PDG_OBJECT¿¿0¿1706.v135-o318¿¿¿¿¿PDG_OBJECT
1852¿PDG_CALL¿¿1706¿1706.CALL->callback-o319¿¿¿¿¿PDG_CALL
1853¿PDG_OBJECT¿¿0¿1706.v136-o320¿¿¿¿¿PDG_OBJECT
1854¿PDG_CALL¿¿1706¿1706.CALL->stdout.indexOf-o321¿¿¿¿¿PDG_CALL
1855¿PDG_OBJECT¿¿0¿1706.v137-o322¿¿¿¿¿PDG_OBJECT
1856¿PDG_OBJECT¿¿0¿1706.ipAddress.length-o323¿¿¿¿¿PDG_OBJECT
1857¿PDG_OBJECT¿¿0¿1706.v139-o324¿¿¿¿¿PDG_OBJECT
1858¿PDG_OBJECT¿¿0¿1706.v140-o325¿¿¿¿¿PDG_OBJECT
1859¿PDG_CALL¿¿1706¿1706.CALL->stdout.substring-o326¿¿¿¿¿PDG_CALL
1860¿PDG_OBJECT¿¿0¿1706.v141-o327¿¿¿¿¿PDG_OBJECT
1861¿PDG_OBJECT¿¿0¿1706._constats.MAC_ADDRESS_LENGTH-o328¿¿¿¿¿PDG_OBJECT
1862¿PDG_CALL¿¿1706¿1706.CALL->v141.substring-o329¿¿¿¿¿PDG_CALL
1863¿PDG_OBJECT¿¿0¿1706.stdout-o330¿¿¿¿¿PDG_OBJECT
1864¿PDG_CALL¿¿1706¿1706.CALL->callback-o331¿¿¿¿¿PDG_CALL
1865¿PDG_OBJECT¿¿0¿1706.v143-o332¿¿¿¿¿PDG_OBJECT
1866¿PDG_CALL¿¿1710¿1710.CALL->undefined.concat-o333¿¿¿¿¿PDG_CALL
1867¿PDG_OBJECT¿¿0¿1710.v148-o334¿¿¿¿¿PDG_OBJECT
1868¿PDG_OBJECT¿¿0¿1712.this-o335¿¿¿¿¿PDG_OBJECT
1869¿PDG_OBJECT¿¿0¿1712.error-o336¿¿¿¿¿PDG_OBJECT
1870¿PDG_OBJECT¿¿0¿1712.stdout-o337¿¿¿¿¿PDG_OBJECT
1871¿PDG_OBJECT¿¿0¿1712.stderr-o338¿¿¿¿¿PDG_OBJECT
1872¿PDG_OBJECT¿¿0¿1710.v171-o339¿¿¿¿¿PDG_OBJECT
1873¿PDG_CALL¿¿1710¿1710.CALL->cp.exec-o340¿¿¿¿¿PDG_CALL
1874¿PDG_OBJECT¿¿0¿1710.v172-o341¿¿¿¿¿PDG_OBJECT
1875¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1876¿PDG_OBJECT¿¿0¿1712.v150-o342¿¿¿¿¿PDG_OBJECT
1877¿PDG_CALL¿¿1712¿1712.CALL->undefined.concat-o343¿¿¿¿¿PDG_CALL
1878¿PDG_OBJECT¿¿0¿1712.v151-o344¿¿¿¿¿PDG_OBJECT
1879¿PDG_CALL¿¿1712¿1712.CALL->v151.concat-o345¿¿¿¿¿PDG_CALL
1880¿PDG_OBJECT¿¿0¿1712.v153-o346¿¿¿¿¿PDG_OBJECT
1881¿PDG_CALL¿¿1712¿1712.CALL->callback-o347¿¿¿¿¿PDG_CALL
1882¿PDG_OBJECT¿¿0¿1712.v154-o348¿¿¿¿¿PDG_OBJECT
1883¿PDG_OBJECT¿¿0¿1716.this-o349¿¿¿¿¿PDG_OBJECT
1884¿PDG_OBJECT¿¿0¿1716.error-o350¿¿¿¿¿PDG_OBJECT
1885¿PDG_OBJECT¿¿0¿1716.stdout-o351¿¿¿¿¿PDG_OBJECT
1886¿PDG_OBJECT¿¿0¿1716.stderr-o352¿¿¿¿¿PDG_OBJECT
1887¿PDG_OBJECT¿¿0¿1712.v169-o353¿¿¿¿¿PDG_OBJECT
1888¿PDG_CALL¿¿1712¿1712.CALL->cp.exec-o354¿¿¿¿¿PDG_CALL
1889¿PDG_OBJECT¿¿0¿1712.v170-o355¿¿¿¿¿PDG_OBJECT
1890¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1891¿PDG_OBJECT¿¿0¿1716.v156-o356¿¿¿¿¿PDG_OBJECT
1892¿PDG_CALL¿¿1716¿1716.CALL->undefined.concat-o357¿¿¿¿¿PDG_CALL
1893¿PDG_OBJECT¿¿0¿1716.v157-o358¿¿¿¿¿PDG_OBJECT
1894¿PDG_CALL¿¿1716¿1716.CALL->v157.concat-o359¿¿¿¿¿PDG_CALL
1895¿PDG_OBJECT¿¿0¿1716.v159-o360¿¿¿¿¿PDG_OBJECT
1896¿PDG_CALL¿¿1716¿1716.CALL->callback-o361¿¿¿¿¿PDG_CALL
1897¿PDG_OBJECT¿¿0¿1716.v160-o362¿¿¿¿¿PDG_OBJECT
1898¿PDG_OBJECT¿¿0¿1716.ipAddress.length-o363¿¿¿¿¿PDG_OBJECT
1899¿PDG_OBJECT¿¿0¿1716.offset-o364¿¿¿¿¿PDG_OBJECT
1900¿PDG_CALL¿¿1716¿1716.CALL->stdout.indexOf-o365¿¿¿¿¿PDG_CALL
1901¿PDG_OBJECT¿¿0¿1716.v162-o366¿¿¿¿¿PDG_OBJECT
1902¿PDG_OBJECT¿¿0¿1716.v164-o367¿¿¿¿¿PDG_OBJECT
1903¿PDG_OBJECT¿¿0¿1716.v165-o368¿¿¿¿¿PDG_OBJECT
1904¿PDG_CALL¿¿1716¿1716.CALL->stdout.substring-o369¿¿¿¿¿PDG_CALL
1905¿PDG_OBJECT¿¿0¿1716.v166-o370¿¿¿¿¿PDG_OBJECT
1906¿PDG_CALL¿¿1716¿1716.CALL->v166.substring-o371¿¿¿¿¿PDG_CALL
1907¿PDG_OBJECT¿¿0¿1716.stdout-o372¿¿¿¿¿PDG_OBJECT
1908¿PDG_CALL¿¿1716¿1716.CALL->callback-o373¿¿¿¿¿PDG_CALL
1909¿PDG_OBJECT¿¿0¿1716.v168-o374¿¿¿¿¿PDG_OBJECT
1910¿PDG_CALL¿¿1720¿1720.CALL->os.platform-o375¿¿¿¿¿PDG_CALL
1911¿PDG_OBJECT¿¿0¿1720.v173-o376¿¿¿¿¿PDG_OBJECT
1912¿PDG_OBJECT¿¿0¿1722.this-o377¿¿¿¿¿PDG_OBJECT
1913¿PDG_OBJECT¿¿0¿1722.err-o378¿¿¿¿¿PDG_OBJECT
1914¿PDG_OBJECT¿¿0¿1722.mac-o379¿¿¿¿¿PDG_OBJECT
1915¿PDG_OBJECT¿¿0¿1720.v175-o380¿¿¿¿¿PDG_OBJECT
1916¿PDG_CALL¿¿1720¿1720.CALL->getMacInLinux-o381¿¿¿¿¿PDG_CALL
1917¿PDG_OBJECT¿¿0¿1720.v176-o382¿¿¿¿¿PDG_OBJECT
1918¿PDG_OBJECT¿¿0¿1725.this-o383¿¿¿¿¿PDG_OBJECT
1919¿PDG_OBJECT¿¿0¿1725.err-o384¿¿¿¿¿PDG_OBJECT
1920¿PDG_OBJECT¿¿0¿1725.mac-o385¿¿¿¿¿PDG_OBJECT
1921¿PDG_OBJECT¿¿0¿1720.v178-o386¿¿¿¿¿PDG_OBJECT
1922¿PDG_CALL¿¿1720¿1720.CALL->getMacInWin32-o387¿¿¿¿¿PDG_CALL
1923¿PDG_OBJECT¿¿0¿1720.v179-o388¿¿¿¿¿PDG_OBJECT
1924¿PDG_OBJECT¿¿0¿1728.this-o389¿¿¿¿¿PDG_OBJECT
1925¿PDG_OBJECT¿¿0¿1728.err-o390¿¿¿¿¿PDG_OBJECT
1926¿PDG_OBJECT¿¿0¿1728.mac-o391¿¿¿¿¿PDG_OBJECT
1927¿PDG_OBJECT¿¿0¿1720.v181-o392¿¿¿¿¿PDG_OBJECT
1928¿PDG_CALL¿¿1720¿1720.CALL->getMacInLinux-o393¿¿¿¿¿PDG_CALL
1929¿PDG_OBJECT¿¿0¿1720.v182-o394¿¿¿¿¿PDG_OBJECT
1930¿PDG_CALL¿¿1720¿1720.CALL->os.platform-o395¿¿¿¿¿PDG_CALL
1931¿PDG_OBJECT¿¿0¿1720.v183-o396¿¿¿¿¿PDG_OBJECT
1932¿PDG_OBJECT¿¿0¿1720.v184-o397¿¿¿¿¿PDG_OBJECT
1933¿PDG_CALL¿¿1720¿1720.CALL->callback-o398¿¿¿¿¿PDG_CALL
1934¿PDG_OBJECT¿¿0¿1720.v185-o399¿¿¿¿¿PDG_OBJECT
1935¿PDG_CALL¿¿1722¿1722.CALL->callback-o400¿¿¿¿¿PDG_CALL
1936¿PDG_OBJECT¿¿0¿1722.v174-o401¿¿¿¿¿PDG_OBJECT
1937¿PDG_RETURN¿¿0¿1722.RET_OBJ-o402¿¿¿¿¿PDG_RETURN
1938¿PDG_CALL¿¿1725¿1725.CALL->callback-o403¿¿¿¿¿PDG_CALL
1939¿PDG_OBJECT¿¿0¿1725.v177-o404¿¿¿¿¿PDG_OBJECT
1940¿PDG_RETURN¿¿0¿1725.RET_OBJ-o405¿¿¿¿¿PDG_RETURN
1941¿PDG_CALL¿¿1728¿1728.CALL->callback-o406¿¿¿¿¿PDG_CALL
1942¿PDG_OBJECT¿¿0¿1728.v180-o407¿¿¿¿¿PDG_OBJECT
1943¿PDG_RETURN¿¿0¿1728.RET_OBJ-o408¿¿¿¿¿PDG_RETURN
1944¿PDG_CALL¿¿1733¿1733.CALL->isIpAddress-o409¿¿¿¿¿PDG_CALL
1945¿PDG_OBJECT¿¿0¿1733.v186-o410¿¿¿¿¿PDG_OBJECT
1946¿PDG_CALL¿¿1733¿1733.CALL->Error-o411¿¿¿¿¿PDG_CALL
1947¿PDG_OBJECT¿¿0¿1733.v188-o412¿¿¿¿¿PDG_OBJECT
1948¿PDG_CALL¿¿1733¿1733.CALL->getOwnMacAddress-o413¿¿¿¿¿PDG_CALL
1949¿PDG_OBJECT¿¿0¿1733.ownMacAddress-o414¿¿¿¿¿PDG_OBJECT
1950¿PDG_CALL¿¿1733¿1733.CALL->callback-o415¿¿¿¿¿PDG_CALL
1951¿PDG_OBJECT¿¿0¿1733.v189-o416¿¿¿¿¿PDG_OBJECT
1952¿PDG_CALL¿¿1733¿1733.CALL->getRemoteMac-o417¿¿¿¿¿PDG_CALL
1953¿PDG_OBJECT¿¿0¿1733.v190-o418¿¿¿¿¿PDG_OBJECT
