Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
871¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":149,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Program
1629¿PDG_RETURN¿¿0¿1517.RET_OBJ-o262¿¿¿¿¿PDG_RETURN
1630¿PDG_OBJECT¿¿0¿1519.argv.cors-o263¿¿¿¿¿PDG_OBJECT
1631¿PDG_CALL¿¿1519¿1519.CALL->res.setHeader-o264¿¿¿¿¿PDG_CALL
1632¿PDG_OBJECT¿¿0¿1519.v94-o265¿¿¿¿¿PDG_OBJECT
1633¿PDG_CALL¿¿1519¿1519.CALL->res.setHeader-o266¿¿¿¿¿PDG_CALL
1634¿PDG_OBJECT¿¿0¿1519.v95-o267¿¿¿¿¿PDG_OBJECT
1635¿PDG_CALL¿¿1519¿1519.CALL->res.setHeader-o268¿¿¿¿¿PDG_CALL
1636¿PDG_OBJECT¿¿0¿1519.v96-o269¿¿¿¿¿PDG_OBJECT
1637¿PDG_CALL¿¿1519¿1519.CALL->res.setHeader-o270¿¿¿¿¿PDG_CALL
1638¿PDG_OBJECT¿¿0¿1519.v97-o271¿¿¿¿¿PDG_OBJECT
1639¿PDG_OBJECT¿¿0¿1519.req.method-o272¿¿¿¿¿PDG_OBJECT
1640¿PDG_OBJECT¿¿0¿1519.v99-o273¿¿¿¿¿PDG_OBJECT
1641¿PDG_CALL¿¿1519¿1519.CALL->res.writeHead-o274¿¿¿¿¿PDG_CALL
1642¿PDG_OBJECT¿¿0¿1519.v100-o275¿¿¿¿¿PDG_OBJECT
1643¿PDG_CALL¿¿1519¿1519.CALL->res.end-o276¿¿¿¿¿PDG_CALL
1644¿PDG_OBJECT¿¿0¿1519.v101-o277¿¿¿¿¿PDG_OBJECT
1645¿PDG_OBJECT¿¿0¿1519.req.url-o278¿¿¿¿¿PDG_OBJECT
1646¿PDG_CALL¿¿1519¿1519.CALL->v102.split-o279¿¿¿¿¿PDG_CALL
1647¿PDG_OBJECT¿¿0¿1519.v103-o280¿¿¿¿¿PDG_OBJECT
1648¿PDG_OBJECT¿¿0¿1519.v103.0-o281¿¿¿¿¿PDG_OBJECT
1649¿PDG_CALL¿¿1519¿1519.CALL->url.slice-o282¿¿¿¿¿PDG_CALL
1650¿PDG_OBJECT¿¿0¿1519.v104-o283¿¿¿¿¿PDG_OBJECT
1651¿PDG_CALL¿¿1519¿1519.CALL->resolveUrl-o284¿¿¿¿¿PDG_CALL
1652¿PDG_OBJECT¿¿0¿1519.v105-o285¿¿¿¿¿PDG_OBJECT
1653¿PDG_OBJECT¿¿0¿1519.possibleFilename-o286¿¿¿¿¿PDG_OBJECT
1654¿PDG_CALL¿¿1519¿1519.CALL->path.normalize-o287¿¿¿¿¿PDG_CALL
1655¿PDG_OBJECT¿¿0¿1519.v106-o288¿¿¿¿¿PDG_OBJECT
1656¿PDG_CALL¿¿1519¿1519.CALL->v106.replace-o289¿¿¿¿¿PDG_CALL
1657¿PDG_OBJECT¿¿0¿1519.safeFileName-o290¿¿¿¿¿PDG_OBJECT
1658¿PDG_CALL¿¿1519¿1519.CALL->path.join-o291¿¿¿¿¿PDG_CALL
1659¿PDG_OBJECT¿¿0¿1519.safeFullFilename-o292¿¿¿¿¿PDG_OBJECT
1660¿PDG_OBJECT¿¿0¿1523.this-o293¿¿¿¿¿PDG_OBJECT
1661¿PDG_OBJECT¿¿0¿1523.err-o294¿¿¿¿¿PDG_OBJECT
1662¿PDG_OBJECT¿¿0¿1523.stats-o295¿¿¿¿¿PDG_OBJECT
1663¿PDG_OBJECT¿¿0¿1519.v119-o296¿¿¿¿¿PDG_OBJECT
1664¿PDG_CALL¿¿1519¿1519.CALL->fs.stat-o297¿¿¿¿¿PDG_CALL
1665¿PDG_OBJECT¿¿0¿1519.v120-o298¿¿¿¿¿PDG_OBJECT
1666¿PDG_OBJECT¿¿0¿1523.fileBuffer-o299¿¿¿¿¿PDG_OBJECT
1667¿PDG_CALL¿¿1523¿1523.CALL->stats.isFile-o300¿¿¿¿¿PDG_CALL
1668¿PDG_OBJECT¿¿0¿1523.v108-o301¿¿¿¿¿PDG_OBJECT
1669¿PDG_OBJECT¿¿0¿1523.v109-o302¿¿¿¿¿PDG_OBJECT
1670¿PDG_CALL¿¿1523¿1523.CALL->fs.readFileSync-o303¿¿¿¿¿PDG_CALL
1671¿PDG_OBJECT¿¿0¿1523.fileBuffer-o304¿¿¿¿¿PDG_OBJECT
1672¿TAINT_SINK¿¿0¿readFileSync¿¿¿¿¿TAINT_SINK
1673¿PDG_CALL¿¿1523¿1523.CALL->mime.lookup-o305¿¿¿¿¿PDG_CALL
1674¿PDG_OBJECT¿¿0¿1523.ct-o306¿¿¿¿¿PDG_OBJECT
1675¿PDG_OBJECT¿¿0¿1523.v110-o307¿¿¿¿¿PDG_OBJECT
1676¿PDG_CALL¿¿1523¿1523.CALL->log-o308¿¿¿¿¿PDG_CALL
1677¿PDG_OBJECT¿¿0¿1523.v111-o309¿¿¿¿¿PDG_OBJECT
1678¿PDG_OBJECT¿¿0¿1523.v112-o310¿¿¿¿¿PDG_OBJECT
1679¿PDG_CALL¿¿1523¿1523.CALL->res.writeHead-o311¿¿¿¿¿PDG_CALL
1680¿PDG_OBJECT¿¿0¿1523.v113-o312¿¿¿¿¿PDG_OBJECT
1681¿PDG_CALL¿¿1523¿1523.CALL->log-o313¿¿¿¿¿PDG_CALL
1682¿PDG_OBJECT¿¿0¿1523.v114-o314¿¿¿¿¿PDG_OBJECT
1683¿PDG_CALL¿¿1523¿1523.CALL->returnDistFile-o315¿¿¿¿¿PDG_CALL
1684¿PDG_OBJECT¿¿0¿1523.fileBuffer-o316¿¿¿¿¿PDG_OBJECT
1685¿PDG_OBJECT¿¿0¿1523.v115-o317¿¿¿¿¿PDG_OBJECT
1686¿PDG_CALL¿¿1523¿1523.CALL->res.writeHead-o318¿¿¿¿¿PDG_CALL
1687¿PDG_OBJECT¿¿0¿1523.v116-o319¿¿¿¿¿PDG_OBJECT
1688¿PDG_CALL¿¿1523¿1523.CALL->res.write-o320¿¿¿¿¿PDG_CALL
1689¿PDG_OBJECT¿¿0¿1523.v117-o321¿¿¿¿¿PDG_OBJECT
1690¿TAINT_SINK¿¿0¿write¿¿¿¿¿TAINT_SINK
1691¿PDG_CALL¿¿1523¿1523.CALL->res.end-o322¿¿¿¿¿PDG_CALL
1692¿PDG_OBJECT¿¿0¿1523.v118-o323¿¿¿¿¿PDG_OBJECT
1693¿PDG_OBJECT¿¿0¿1526.argv.p-o324¿¿¿¿¿PDG_OBJECT
1694¿PDG_CALL¿¿1526¿1526.CALL->parseInt-o325¿¿¿¿¿PDG_CALL
1695¿PDG_OBJECT¿¿0¿1526.portNum-o326¿¿¿¿¿PDG_OBJECT
1696¿PDG_CALL¿¿1526¿1526.CALL->isNaN-o327¿¿¿¿¿PDG_CALL
1697¿PDG_OBJECT¿¿0¿1526.v123-o328¿¿¿¿¿PDG_OBJECT
1698¿PDG_RETURN¿¿0¿1526.RET_OBJ-o329¿¿¿¿¿PDG_RETURN
1699¿PDG_CALL¿¿1526¿1526.CALL->Exception-o330¿¿¿¿¿PDG_CALL
1700¿PDG_OBJECT¿¿0¿1526.v125-o331¿¿¿¿¿PDG_OBJECT
1701¿PDG_RETURN¿¿0¿1526.RET_OBJ-o332¿¿¿¿¿PDG_RETURN
1702¿PDG_OBJECT¿¿0¿1530.distPath-o333¿¿¿¿¿PDG_OBJECT
1703¿PDG_OBJECT¿¿0¿1530.argv.path-o334¿¿¿¿¿PDG_OBJECT
1704¿PDG_CALL¿¿1530¿1530.CALL->log-o335¿¿¿¿¿PDG_CALL
1705¿PDG_OBJECT¿¿0¿1530.v126-o336¿¿¿¿¿PDG_OBJECT
1706¿PDG_CALL¿¿1530¿1530.CALL->path.join-o337¿¿¿¿¿PDG_CALL
1707¿PDG_OBJECT¿¿0¿1530.distPath-o338¿¿¿¿¿PDG_OBJECT
1708¿PDG_CALL¿¿1530¿1530.CALL->log-o339¿¿¿¿¿PDG_CALL
1709¿PDG_OBJECT¿¿0¿1530.v127-o340¿¿¿¿¿PDG_OBJECT
1710¿PDG_CALL¿¿1530¿1530.CALL->fs.readFileSync-o341¿¿¿¿¿PDG_CALL
1711¿PDG_OBJECT¿¿0¿1530.v128-o342¿¿¿¿¿PDG_OBJECT
1712¿TAINT_SINK¿¿0¿readFileSync¿¿¿¿¿TAINT_SINK
1713¿PDG_RETURN¿¿0¿1530.RET_OBJ-o343¿¿¿¿¿PDG_RETURN
1714¿PDG_OBJECT¿¿0¿1530.v129-o344¿¿¿¿¿PDG_OBJECT
1715¿PDG_CALL¿¿1530¿1530.CALL->console.warn-o345¿¿¿¿¿PDG_CALL
1716¿PDG_OBJECT¿¿0¿1530.v130-o346¿¿¿¿¿PDG_OBJECT
1717¿PDG_CALL¿¿1530¿1530.CALL->process.exit-o347¿¿¿¿¿PDG_CALL
1718¿PDG_OBJECT¿¿0¿1530.v131-o348¿¿¿¿¿PDG_OBJECT
1719¿PDG_CALL¿¿1530¿1530.CALL->log-o349¿¿¿¿¿PDG_CALL
1720¿PDG_OBJECT¿¿0¿1530.v132-o350¿¿¿¿¿PDG_OBJECT
1721¿PDG_CALL¿¿1530¿1530.CALL->fs.readFileSync-o351¿¿¿¿¿PDG_CALL
1722¿PDG_OBJECT¿¿0¿1530.v133-o352¿¿¿¿¿PDG_OBJECT
1723¿TAINT_SINK¿¿0¿readFileSync¿¿¿¿¿TAINT_SINK
1724¿PDG_RETURN¿¿0¿1530.RET_OBJ-o353¿¿¿¿¿PDG_RETURN
1725¿PDG_CALL¿¿1530¿1530.CALL->console.warn-o354¿¿¿¿¿PDG_CALL
1726¿PDG_OBJECT¿¿0¿1530.v134-o355¿¿¿¿¿PDG_OBJECT
1727¿PDG_CALL¿¿1530¿1530.CALL->process.exit-o356¿¿¿¿¿PDG_CALL
1728¿PDG_OBJECT¿¿0¿1530.v135-o357¿¿¿¿¿PDG_OBJECT
1729¿PDG_CALL¿¿1538¿1538.CALL->filename.includes-o358¿¿¿¿¿PDG_CALL
1730¿PDG_OBJECT¿¿0¿1538.v136-o359¿¿¿¿¿PDG_OBJECT
1731¿PDG_RETURN¿¿0¿1538.RET_OBJ-o360¿¿¿¿¿PDG_RETURN
1732¿PDG_OBJECT¿¿0¿1538.v138-o361¿¿¿¿¿PDG_OBJECT
1733¿PDG_CALL¿¿1538¿1538.CALL->path.join-o362¿¿¿¿¿PDG_CALL
1734¿PDG_OBJECT¿¿0¿1538.v140-o363¿¿¿¿¿PDG_OBJECT
1735¿PDG_RETURN¿¿0¿1538.RET_OBJ-o364¿¿¿¿¿PDG_RETURN
1736¿PDG_RETURN¿¿0¿1538.RET_OBJ-o365¿¿¿¿¿PDG_RETURN
1737¿PDG_OBJECT¿¿0¿1542.argv.silent-o366¿¿¿¿¿PDG_OBJECT
1738¿PDG_OBJECT¿¿0¿1542.console-o367¿¿¿¿¿PDG_OBJECT
1739¿PDG_OBJECT¿¿0¿1542.console.log-o368¿¿¿¿¿PDG_OBJECT
1740¿PDG_CALL¿¿1542¿1542.CALL->v143.apply-o369¿¿¿¿¿PDG_CALL
1741¿PDG_OBJECT¿¿0¿1542.v144-o370¿¿¿¿¿PDG_OBJECT
