Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1052¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":97,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Program
1800¿VariableDeclarator¿¿1823¿v215¿¿¿{"start":{"line":97,"column":17},"end":{"line":97,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1801¿ArrowFunctionExpression¿¿1823¿¿¿¿{"start":{"line":97,"column":17},"end":{"line":97,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ArrowFunctionExpression
1802¿VariableDeclarator¿¿1856¿v213¿¿¿{"start":{"line":97,"column":35},"end":{"line":97,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1803¿TemplateLiteral¿¿1856¿¿¿¿{"start":{"line":97,"column":35},"end":{"line":97,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿TemplateLiteral
1804¿Identifier¿¿1856¿port¿¿¿{"start":{"line":97,"column":73},"end":{"line":97,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1805¿VariableDeclarator¿¿1856¿v214¿¿¿{"start":{"line":97,"column":23},"end":{"line":97,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1806¿CallExpression¿¿1856¿¿¿¿{"start":{"line":97,"column":23},"end":{"line":97,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1807¿MemberExpression¿¿1856¿¿¿¿{"start":{"line":97,"column":23},"end":{"line":97,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1808¿Identifier¿¿1856¿console¿¿¿{"start":{"line":97,"column":23},"end":{"line":97,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1809¿Identifier¿¿1856¿log¿¿¿{"start":{"line":97,"column":31},"end":{"line":97,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1810¿Identifier¿¿1856¿v213¿¿¿¿¿Identifier
1811¿ReturnStatement¿¿1856¿¿¿¿¿¿ReturnStatement
1812¿Identifier¿¿1856¿v214¿¿¿¿¿Identifier
1813¿BlockStatement¿¿1856¿¿¿¿¿¿BlockStatement
1814¿VariableDeclarator¿¿1823¿v216¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1815¿CallExpression¿¿1823¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1816¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1817¿Identifier¿¿1823¿app¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1818¿Identifier¿¿1823¿listen¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1819¿Identifier¿¿1823¿port¿¿¿{"start":{"line":97,"column":11},"end":{"line":97,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1820¿Identifier¿¿1823¿v215¿¿¿¿¿Identifier
1821¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":97,"column":0},"end":{"line":97,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1822¿Identifier¿¿1823¿v216¿¿¿¿¿Identifier
1823¿CFG_F_START¿¿1823¿__main__¿¿¿¿¿CFG_F_START
1824¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1825¿CFG_F_START¿¿1825¿1110_anon¿¿¿¿¿CFG_F_START
1826¿CFG_F_END¿¿0¿1110_anon¿¿¿¿¿CFG_F_END
1827¿CFG_F_START¿¿1827¿1158_anon¿¿¿¿¿CFG_F_START
1828¿CFG_F_END¿¿0¿1158_anon¿¿¿¿¿CFG_F_END
1829¿CFG_F_START¿¿1829¿1185_anon¿¿¿¿¿CFG_F_START
1830¿CFG_F_END¿¿0¿1185_anon¿¿¿¿¿CFG_F_END
1831¿CFG_IF_END¿¿0¿1222¿¿¿¿¿CFG_IF_END
1832¿CFG_F_START¿¿1832¿1250_anon¿¿¿¿¿CFG_F_START
1833¿CFG_F_END¿¿0¿1250_anon¿¿¿¿¿CFG_F_END
1834¿CFG_IF_END¿¿0¿1253¿¿¿¿¿CFG_IF_END
1835¿CFG_F_START¿¿1835¿1276_anon¿¿¿¿¿CFG_F_START
1836¿CFG_F_END¿¿0¿1276_anon¿¿¿¿¿CFG_F_END
1837¿CFG_IF_END¿¿0¿1288¿¿¿¿¿CFG_IF_END
1838¿CFG_F_START¿¿1838¿1385_anon¿¿¿¿¿CFG_F_START
1839¿CFG_F_END¿¿0¿1385_anon¿¿¿¿¿CFG_F_END
1840¿CFG_IF_END¿¿0¿1416¿¿¿¿¿CFG_IF_END
1841¿CFG_F_START¿¿1841¿1434_anon¿¿¿¿¿CFG_F_START
1842¿CFG_F_END¿¿0¿1434_anon¿¿¿¿¿CFG_F_END
1843¿CFG_IF_END¿¿0¿1437¿¿¿¿¿CFG_IF_END
1844¿CFG_F_START¿¿1844¿1490_anon¿¿¿¿¿CFG_F_START
1845¿CFG_F_END¿¿0¿1490_anon¿¿¿¿¿CFG_F_END
1846¿CFG_IF_END¿¿0¿1525¿¿¿¿¿CFG_IF_END
1847¿CFG_IF_END¿¿0¿1551¿¿¿¿¿CFG_IF_END
1848¿CFG_F_START¿¿1848¿1605_anon¿¿¿¿¿CFG_F_START
1849¿CFG_F_END¿¿0¿1605_anon¿¿¿¿¿CFG_F_END
1850¿CFG_F_START¿¿1850¿1635_anon¿¿¿¿¿CFG_F_START
1851¿CFG_F_END¿¿0¿1635_anon¿¿¿¿¿CFG_F_END
1852¿CFG_IF_END¿¿0¿1702¿¿¿¿¿CFG_IF_END
1853¿CFG_IF_END¿¿0¿1675¿¿¿¿¿CFG_IF_END
1854¿CFG_F_START¿¿1854¿1759_anon¿¿¿¿¿CFG_F_START
1855¿CFG_F_END¿¿0¿1759_anon¿¿¿¿¿CFG_F_END
1856¿CFG_F_START¿¿1856¿1801_anon¿¿¿¿¿CFG_F_START
1857¿CFG_F_END¿¿0¿1801_anon¿¿¿¿¿CFG_F_END
1858¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1859¿PDG_CALL¿¿1823¿1823.CALL->require-o241¿¿¿¿¿PDG_CALL
1860¿PDG_OBJECT¿¿0¿1823.express-o242¿¿¿¿¿PDG_OBJECT
1861¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1862¿PDG_CALL¿¿1823¿1823.CALL->require-o243¿¿¿¿¿PDG_CALL
1863¿PDG_OBJECT¿¿0¿1823.fs-o244¿¿¿¿¿PDG_OBJECT
1864¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1865¿PDG_CALL¿¿1823¿1823.CALL->require-o245¿¿¿¿¿PDG_CALL
1866¿PDG_OBJECT¿¿0¿1823.path-o246¿¿¿¿¿PDG_OBJECT
1867¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1868¿PDG_CALL¿¿1823¿1823.CALL->express-o247¿¿¿¿¿PDG_CALL
1869¿PDG_OBJECT¿¿0¿1823.app-o248¿¿¿¿¿PDG_OBJECT
1870¿PDG_CALL¿¿1823¿1823.CALL->path.resolve-o249¿¿¿¿¿PDG_CALL
1871¿PDG_OBJECT¿¿0¿1823.ROOT-o250¿¿¿¿¿PDG_OBJECT
1872¿PDG_OBJECT¿¿0¿1823.v109-o251¿¿¿¿¿PDG_OBJECT
1873¿PDG_CALL¿¿1823¿1823.CALL->express.urlencoded-o252¿¿¿¿¿PDG_CALL
1874¿PDG_OBJECT¿¿0¿1823.v110-o253¿¿¿¿¿PDG_OBJECT
1875¿PDG_CALL¿¿1823¿1823.CALL->app.use-o254¿¿¿¿¿PDG_CALL
1876¿PDG_OBJECT¿¿0¿1823.v111-o255¿¿¿¿¿PDG_OBJECT
1877¿PDG_CALL¿¿1823¿1823.CALL->express.json-o256¿¿¿¿¿PDG_CALL
1878¿PDG_OBJECT¿¿0¿1823.v112-o257¿¿¿¿¿PDG_OBJECT
1879¿PDG_CALL¿¿1823¿1823.CALL->app.use-o258¿¿¿¿¿PDG_CALL
1880¿PDG_OBJECT¿¿0¿1823.v113-o259¿¿¿¿¿PDG_OBJECT
1881¿PDG_OBJECT¿¿0¿1825.this-o260¿¿¿¿¿PDG_OBJECT
1882¿PDG_OBJECT¿¿0¿1825.req-o261¿¿¿¿¿PDG_OBJECT
1883¿PDG_OBJECT¿¿0¿1825._res-o262¿¿¿¿¿PDG_OBJECT
1884¿PDG_OBJECT¿¿0¿1825.next-o263¿¿¿¿¿PDG_OBJECT
1885¿PDG_OBJECT¿¿0¿1823.v121-o264¿¿¿¿¿PDG_OBJECT
1886¿PDG_CALL¿¿1823¿1823.CALL->app.use-o265¿¿¿¿¿PDG_CALL
1887¿PDG_OBJECT¿¿0¿1823.v122-o266¿¿¿¿¿PDG_OBJECT
1888¿PDG_OBJECT¿¿0¿1827.this-o267¿¿¿¿¿PDG_OBJECT
1889¿PDG_OBJECT¿¿0¿1827._req-o268¿¿¿¿¿PDG_OBJECT
1890¿PDG_OBJECT¿¿0¿1827.res-o269¿¿¿¿¿PDG_OBJECT
1891¿PDG_OBJECT¿¿0¿1823.v125-o270¿¿¿¿¿PDG_OBJECT
1892¿PDG_CALL¿¿1823¿1823.CALL->app.get-o271¿¿¿¿¿PDG_CALL
1893¿PDG_OBJECT¿¿0¿1823.v126-o272¿¿¿¿¿PDG_OBJECT
1894¿PDG_OBJECT¿¿0¿1829.this-o273¿¿¿¿¿PDG_OBJECT
1895¿PDG_OBJECT¿¿0¿1829.req-o274¿¿¿¿¿PDG_OBJECT
1896¿PDG_OBJECT¿¿0¿1829.res-o275¿¿¿¿¿PDG_OBJECT
1897¿PDG_OBJECT¿¿0¿1823.v150-o276¿¿¿¿¿PDG_OBJECT
1898¿PDG_CALL¿¿1823¿1823.CALL->app.get-o277¿¿¿¿¿PDG_CALL
1899¿PDG_OBJECT¿¿0¿1823.v151-o278¿¿¿¿¿PDG_OBJECT
1900¿PDG_OBJECT¿¿0¿1838.this-o279¿¿¿¿¿PDG_OBJECT
1901¿PDG_OBJECT¿¿0¿1838.req-o280¿¿¿¿¿PDG_OBJECT
1902¿PDG_OBJECT¿¿0¿1838.res-o281¿¿¿¿¿PDG_OBJECT
1903¿PDG_OBJECT¿¿0¿1823.v164-o282¿¿¿¿¿PDG_OBJECT
1904¿PDG_CALL¿¿1823¿1823.CALL->app.get-o283¿¿¿¿¿PDG_CALL
1905¿PDG_OBJECT¿¿0¿1823.v165-o284¿¿¿¿¿PDG_OBJECT
1906¿PDG_OBJECT¿¿0¿1844.this-o285¿¿¿¿¿PDG_OBJECT
1907¿PDG_OBJECT¿¿0¿1844.req-o286¿¿¿¿¿PDG_OBJECT
1908¿PDG_OBJECT¿¿0¿1844.res-o287¿¿¿¿¿PDG_OBJECT
1909¿PDG_OBJECT¿¿0¿1823.v181-o288¿¿¿¿¿PDG_OBJECT
1910¿PDG_CALL¿¿1823¿1823.CALL->app.get-o289¿¿¿¿¿PDG_CALL
1911¿PDG_OBJECT¿¿0¿1823.v182-o290¿¿¿¿¿PDG_OBJECT
1912¿PDG_OBJECT¿¿0¿1848.this-o291¿¿¿¿¿PDG_OBJECT
1913¿PDG_OBJECT¿¿0¿1848.req-o292¿¿¿¿¿PDG_OBJECT
1914¿PDG_OBJECT¿¿0¿1848.res-o293¿¿¿¿¿PDG_OBJECT
1915¿PDG_OBJECT¿¿0¿1823.v204-o294¿¿¿¿¿PDG_OBJECT
1916¿PDG_CALL¿¿1823¿1823.CALL->app.get-o295¿¿¿¿¿PDG_CALL
1917¿PDG_OBJECT¿¿0¿1823.v205-o296¿¿¿¿¿PDG_OBJECT
1918¿PDG_OBJECT¿¿0¿1854.this-o297¿¿¿¿¿PDG_OBJECT
1919¿PDG_OBJECT¿¿0¿1854._req-o298¿¿¿¿¿PDG_OBJECT
1920¿PDG_OBJECT¿¿0¿1854.res-o299¿¿¿¿¿PDG_OBJECT
1921¿PDG_OBJECT¿¿0¿1823.v209-o300¿¿¿¿¿PDG_OBJECT
1922¿PDG_CALL¿¿1823¿1823.CALL->app.get-o301¿¿¿¿¿PDG_CALL
1923¿PDG_OBJECT¿¿0¿1823.v210-o302¿¿¿¿¿PDG_OBJECT
1924¿PDG_OBJECT¿¿0¿1823.process-o303¿¿¿¿¿PDG_OBJECT
1925¿PDG_OBJECT¿¿0¿1823.process.env-o304¿¿¿¿¿PDG_OBJECT
1926¿PDG_OBJECT¿¿0¿1823.v211.PORT-o305¿¿¿¿¿PDG_OBJECT
1927¿PDG_OBJECT¿¿0¿1823.port-o306¿¿¿¿¿PDG_OBJECT
1928¿PDG_OBJECT¿¿0¿1856.this-o307¿¿¿¿¿PDG_OBJECT
1929¿PDG_OBJECT¿¿0¿1823.v215-o308¿¿¿¿¿PDG_OBJECT
1930¿PDG_CALL¿¿1823¿1823.CALL->app.listen-o309¿¿¿¿¿PDG_CALL
1931¿PDG_OBJECT¿¿0¿1823.v216-o310¿¿¿¿¿PDG_OBJECT
1932¿PDG_CALL¿¿1825¿1825.CALL->Date-o311¿¿¿¿¿PDG_CALL
1933¿PDG_OBJECT¿¿0¿1825.v114-o312¿¿¿¿¿PDG_OBJECT
1934¿PDG_CALL¿¿1825¿1825.CALL->v114.toISOString-o313¿¿¿¿¿PDG_CALL
1935¿PDG_OBJECT¿¿0¿1825.v115-o314¿¿¿¿¿PDG_OBJECT
1936¿PDG_OBJECT¿¿0¿1825.req.method-o315¿¿¿¿¿PDG_OBJECT
1937¿PDG_OBJECT¿¿0¿1825.req.url-o316¿¿¿¿¿PDG_OBJECT
1938¿PDG_OBJECT¿¿0¿1825.v118-o317¿¿¿¿¿PDG_OBJECT
1939¿PDG_CALL¿¿1825¿1825.CALL->console.log-o318¿¿¿¿¿PDG_CALL
1940¿PDG_OBJECT¿¿0¿1825.v119-o319¿¿¿¿¿PDG_OBJECT
1941¿PDG_CALL¿¿1825¿1825.CALL->next-o320¿¿¿¿¿PDG_CALL
1942¿PDG_OBJECT¿¿0¿1825.v120-o321¿¿¿¿¿PDG_OBJECT
1943¿PDG_OBJECT¿¿0¿1827.v123-o322¿¿¿¿¿PDG_OBJECT
1944¿PDG_CALL¿¿1827¿1827.CALL->res.json-o323¿¿¿¿¿PDG_CALL
1945¿PDG_OBJECT¿¿0¿1827.v124-o324¿¿¿¿¿PDG_OBJECT
1946¿PDG_RETURN¿¿0¿1827.RET_OBJ-o325¿¿¿¿¿PDG_RETURN
1947¿PDG_OBJECT¿¿0¿1829.req.query-o326¿¿¿¿¿PDG_OBJECT
1948¿PDG_OBJECT¿¿0¿1829.v127.dir-o327¿¿¿¿¿PDG_OBJECT
1949¿PDG_OBJECT¿¿0¿1829.dir-o328¿¿¿¿¿PDG_OBJECT
1950¿PDG_CALL¿¿1829¿1829.CALL->path.normalize-o329¿¿¿¿¿PDG_CALL
1951¿PDG_OBJECT¿¿0¿1829.normalized-o330¿¿¿¿¿PDG_OBJECT
1952¿PDG_CALL¿¿1829¿1829.CALL->path.join-o331¿¿¿¿¿PDG_CALL
1953¿PDG_OBJECT¿¿0¿1829.target-o332¿¿¿¿¿PDG_OBJECT
1954¿PDG_CALL¿¿1829¿1829.CALL->target.startsWith-o333¿¿¿¿¿PDG_CALL
1955¿PDG_OBJECT¿¿0¿1829.v129-o334¿¿¿¿¿PDG_OBJECT
1956¿PDG_CALL¿¿1829¿1829.CALL->res.status-o335¿¿¿¿¿PDG_CALL
1957¿PDG_OBJECT¿¿0¿1829.v131-o336¿¿¿¿¿PDG_OBJECT
1958¿PDG_OBJECT¿¿0¿1829.v132-o337¿¿¿¿¿PDG_OBJECT
1959¿PDG_CALL¿¿1829¿1829.CALL->v131.json-o338¿¿¿¿¿PDG_CALL
1960¿PDG_OBJECT¿¿0¿1829.v133-o339¿¿¿¿¿PDG_OBJECT
1961¿PDG_RETURN¿¿0¿1829.RET_OBJ-o340¿¿¿¿¿PDG_RETURN
1962¿PDG_OBJECT¿¿0¿1829.v134-o341¿¿¿¿¿PDG_OBJECT
1963¿PDG_OBJECT¿¿0¿1832.this-o342¿¿¿¿¿PDG_OBJECT
1964¿PDG_OBJECT¿¿0¿1832.err-o343¿¿¿¿¿PDG_OBJECT
1965¿PDG_OBJECT¿¿0¿1832.entries-o344¿¿¿¿¿PDG_OBJECT
1966¿PDG_OBJECT¿¿0¿1829.v148-o345¿¿¿¿¿PDG_OBJECT
1967¿PDG_CALL¿¿1829¿1829.CALL->fs.readdir-o346¿¿¿¿¿PDG_CALL
1968¿PDG_OBJECT¿¿0¿1829.v149-o347¿¿¿¿¿PDG_OBJECT
1969¿PDG_CALL¿¿1832¿1832.CALL->res.status-o348¿¿¿¿¿PDG_CALL
1970¿PDG_OBJECT¿¿0¿1832.v135-o349¿¿¿¿¿PDG_OBJECT
1971¿PDG_OBJECT¿¿0¿1832.v136-o350¿¿¿¿¿PDG_OBJECT
1972¿PDG_CALL¿¿1832¿1832.CALL->v135.json-o351¿¿¿¿¿PDG_CALL
1973¿PDG_OBJECT¿¿0¿1832.v137-o352¿¿¿¿¿PDG_OBJECT
1974¿PDG_RETURN¿¿0¿1832.RET_OBJ-o353¿¿¿¿¿PDG_RETURN
1975¿PDG_OBJECT¿¿0¿1835.this-o354¿¿¿¿¿PDG_OBJECT
1976¿PDG_OBJECT¿¿0¿1835.e-o355¿¿¿¿¿PDG_OBJECT
1977¿PDG_OBJECT¿¿0¿1832.v145-o356¿¿¿¿¿PDG_OBJECT
1978¿PDG_CALL¿¿1832¿1832.CALL->entries.map-o357¿¿¿¿¿PDG_CALL
1979¿PDG_OBJECT¿¿0¿1832.list-o358¿¿¿¿¿PDG_OBJECT
1980¿PDG_OBJECT¿¿0¿1832.v146-o359¿¿¿¿¿PDG_OBJECT
1981¿PDG_CALL¿¿1832¿1832.CALL->res.json-o360¿¿¿¿¿PDG_CALL
1982¿PDG_OBJECT¿¿0¿1832.v147-o361¿¿¿¿¿PDG_OBJECT
1983¿PDG_OBJECT¿¿0¿1835.e.name-o362¿¿¿¿¿PDG_OBJECT
1984¿PDG_CALL¿¿1835¿1835.CALL->e.isDirectory-o363¿¿¿¿¿PDG_CALL
1985¿PDG_OBJECT¿¿0¿1835.v139-o364¿¿¿¿¿PDG_OBJECT
1986¿PDG_OBJECT¿¿0¿1835.v140-o365¿¿¿¿¿PDG_OBJECT
1987¿PDG_CALL¿¿1835¿1835.CALL->path.join-o366¿¿¿¿¿PDG_CALL
1988¿PDG_OBJECT¿¿0¿1835.v142-o367¿¿¿¿¿PDG_OBJECT
1989¿PDG_CALL¿¿1835¿1835.CALL->v142.replace-o368¿¿¿¿¿PDG_CALL
1990¿PDG_OBJECT¿¿0¿1835.v143-o369¿¿¿¿¿PDG_OBJECT
1991¿PDG_OBJECT¿¿0¿1835.v144-o370¿¿¿¿¿PDG_OBJECT
1992¿PDG_OBJECT¿¿0¿1835.v144-o371¿¿¿¿¿PDG_OBJECT
1993¿PDG_OBJECT¿¿0¿1835.v144.name-o372¿¿¿¿¿PDG_OBJECT
1994¿PDG_OBJECT¿¿0¿1835.v144-o373¿¿¿¿¿PDG_OBJECT
1995¿PDG_OBJECT¿¿0¿1835.v144.type-o374¿¿¿¿¿PDG_OBJECT
1996¿PDG_OBJECT¿¿0¿1835.v144-o375¿¿¿¿¿PDG_OBJECT
1997¿PDG_OBJECT¿¿0¿1835.v144.rel-o376¿¿¿¿¿PDG_OBJECT
1998¿PDG_RETURN¿¿0¿1835.RET_OBJ-o377¿¿¿¿¿PDG_RETURN
1999¿PDG_OBJECT¿¿0¿1838.req.query-o378¿¿¿¿¿PDG_OBJECT
2000¿PDG_OBJECT¿¿0¿1838.v152.p-o379¿¿¿¿¿PDG_OBJECT
2001¿PDG_OBJECT¿¿0¿1838.p-o380¿¿¿¿¿PDG_OBJECT
2002¿PDG_CALL¿¿1838¿1838.CALL->path.join-o381¿¿¿¿¿PDG_CALL
2003¿PDG_OBJECT¿¿0¿1838.file-o382¿¿¿¿¿PDG_OBJECT
2004¿PDG_CALL¿¿1838¿1838.CALL->file.startsWith-o383¿¿¿¿¿PDG_CALL
2005¿PDG_OBJECT¿¿0¿1838.v154-o384¿¿¿¿¿PDG_OBJECT
2006¿PDG_CALL¿¿1838¿1838.CALL->res.status-o385¿¿¿¿¿PDG_CALL
2007¿PDG_OBJECT¿¿0¿1838.v156-o386¿¿¿¿¿PDG_OBJECT
2008¿PDG_CALL¿¿1838¿1838.CALL->v156.send-o387¿¿¿¿¿PDG_CALL
2009¿PDG_OBJECT¿¿0¿1838.v157-o388¿¿¿¿¿PDG_OBJECT
2010¿PDG_RETURN¿¿0¿1838.RET_OBJ-o389¿¿¿¿¿PDG_RETURN
2011¿PDG_OBJECT¿¿0¿1841.this-o390¿¿¿¿¿PDG_OBJECT
2012¿PDG_OBJECT¿¿0¿1841.err-o391¿¿¿¿¿PDG_OBJECT
2013¿PDG_OBJECT¿¿0¿1841.data-o392¿¿¿¿¿PDG_OBJECT
2014¿PDG_OBJECT¿¿0¿1838.v162-o393¿¿¿¿¿PDG_OBJECT
2015¿PDG_CALL¿¿1838¿1838.CALL->fs.readFile-o394¿¿¿¿¿PDG_CALL
2016¿PDG_OBJECT¿¿0¿1838.v163-o395¿¿¿¿¿PDG_OBJECT
2017¿TAINT_SINK¿¿0¿readFile¿¿¿¿¿TAINT_SINK
2018¿PDG_CALL¿¿1841¿1841.CALL->res.status-o396¿¿¿¿¿PDG_CALL
2019¿PDG_OBJECT¿¿0¿1841.v158-o397¿¿¿¿¿PDG_OBJECT
2020¿PDG_CALL¿¿1841¿1841.CALL->v158.send-o398¿¿¿¿¿PDG_CALL
2021¿PDG_OBJECT¿¿0¿1841.v159-o399¿¿¿¿¿PDG_OBJECT
2022¿PDG_RETURN¿¿0¿1841.RET_OBJ-o400¿¿¿¿¿PDG_RETURN
2023¿PDG_CALL¿¿1841¿1841.CALL->res.type-o401¿¿¿¿¿PDG_CALL
2024¿PDG_OBJECT¿¿0¿1841.v160-o402¿¿¿¿¿PDG_OBJECT
2025¿PDG_CALL¿¿1841¿1841.CALL->v160.send-o403¿¿¿¿¿PDG_CALL
2026¿PDG_OBJECT¿¿0¿1841.v161-o404¿¿¿¿¿PDG_OBJECT
2027¿PDG_OBJECT¿¿0¿1844.req.query-o405¿¿¿¿¿PDG_OBJECT
2028¿PDG_OBJECT¿¿0¿1844.v166.name-o406¿¿¿¿¿PDG_OBJECT
2029¿PDG_OBJECT¿¿0¿1844.v168-o407¿¿¿¿¿PDG_OBJECT
2030¿PDG_CALL¿¿1844¿1844.CALL->String-o408¿¿¿¿¿PDG_CALL
2031¿PDG_OBJECT¿¿0¿1844.n-o409¿¿¿¿¿PDG_OBJECT
2032¿PDG_CALL¿¿1844¿1844.CALL->path.join-o410¿¿¿¿¿PDG_CALL
2033¿PDG_OBJECT¿¿0¿1844.fp-o411¿¿¿¿¿PDG_OBJECT
2034¿PDG_CALL¿¿1844¿1844.CALL->fp.startsWith-o412¿¿¿¿¿PDG_CALL
2035¿PDG_OBJECT¿¿0¿1844.v169-o413¿¿¿¿¿PDG_OBJECT
2036¿PDG_CALL¿¿1844¿1844.CALL->res.status-o414¿¿¿¿¿PDG_CALL
2037¿PDG_OBJECT¿¿0¿1844.v171-o415¿¿¿¿¿PDG_OBJECT
2038¿PDG_CALL¿¿1844¿1844.CALL->v171.send-o416¿¿¿¿¿PDG_CALL
2039¿PDG_OBJECT¿¿0¿1844.v172-o417¿¿¿¿¿PDG_OBJECT
2040¿PDG_RETURN¿¿0¿1844.RET_OBJ-o418¿¿¿¿¿PDG_RETURN
2041¿PDG_CALL¿¿1844¿1844.CALL->fs.existsSync-o419¿¿¿¿¿PDG_CALL
2042¿PDG_OBJECT¿¿0¿1844.v173-o420¿¿¿¿¿PDG_OBJECT
2043¿PDG_CALL¿¿1844¿1844.CALL->res.status-o421¿¿¿¿¿PDG_CALL
2044¿PDG_OBJECT¿¿0¿1844.v175-o422¿¿¿¿¿PDG_OBJECT
2045¿PDG_CALL¿¿1844¿1844.CALL->v175.end-o423¿¿¿¿¿PDG_CALL
2046¿PDG_OBJECT¿¿0¿1844.v176-o424¿¿¿¿¿PDG_OBJECT
2047¿PDG_RETURN¿¿0¿1844.RET_OBJ-o425¿¿¿¿¿PDG_RETURN
2048¿PDG_CALL¿¿1844¿1844.CALL->path.basename-o426¿¿¿¿¿PDG_CALL
2049¿PDG_OBJECT¿¿0¿1844.v177-o427¿¿¿¿¿PDG_OBJECT
2050¿PDG_OBJECT¿¿0¿1844.v178-o428¿¿¿¿¿PDG_OBJECT
2051¿PDG_CALL¿¿1844¿1844.CALL->res.setHeader-o429¿¿¿¿¿PDG_CALL
2052¿PDG_OBJECT¿¿0¿1844.v179-o430¿¿¿¿¿PDG_OBJECT
2053¿PDG_CALL¿¿1844¿1844.CALL->res.sendFile-o431¿¿¿¿¿PDG_CALL
2054¿PDG_OBJECT¿¿0¿1844.v180-o432¿¿¿¿¿PDG_OBJECT
2055¿PDG_OBJECT¿¿0¿1848.req.query-o433¿¿¿¿¿PDG_OBJECT
2056¿PDG_OBJECT¿¿0¿1848.v183.files-o434¿¿¿¿¿PDG_OBJECT
2057¿PDG_OBJECT¿¿0¿1848.v185-o435¿¿¿¿¿PDG_OBJECT
2058¿PDG_CALL¿¿1848¿1848.CALL->v185.split-o436¿¿¿¿¿PDG_CALL
2059¿PDG_OBJECT¿¿0¿1848.v186-o437¿¿¿¿¿PDG_OBJECT
2060¿PDG_CALL¿¿1848¿1848.CALL->v186.filter-o438¿¿¿¿¿PDG_CALL
2061¿PDG_OBJECT¿¿0¿1848.files-o439¿¿¿¿¿PDG_OBJECT
2062¿PDG_OBJECT¿¿0¿1848.hits-o440¿¿¿¿¿PDG_OBJECT
2063¿PDG_OBJECT¿¿0¿1850.this-o441¿¿¿¿¿PDG_OBJECT
