Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4329¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":1142,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Program
6127¿VariableDeclarator¿¿7678¿v571¿¿¿{"start":{"line":664,"column":10},"end":{"line":664,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6128¿UnaryExpression¿delete¿7678¿¿¿¿{"start":{"line":664,"column":10},"end":{"line":664,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿UnaryExpression
6129¿Identifier¿¿7678¿v570¿¿¿¿¿Identifier
6130¿ExpressionStatement¿¿7678¿¿¿¿{"start":{"line":664,"column":10},"end":{"line":664,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6131¿Identifier¿¿7678¿v571¿¿¿¿¿Identifier
6132¿BlockStatement¿¿7678¿¿¿¿¿¿BlockStatement
6133¿VariableDeclarator¿¿7678¿keys¿¿¿{"start":{"line":665,"column":6},"end":{"line":665,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6134¿CallExpression¿¿7678¿¿¿¿{"start":{"line":665,"column":13},"end":{"line":665,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6135¿MemberExpression¿¿7678¿¿¿¿{"start":{"line":665,"column":13},"end":{"line":665,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6136¿Identifier¿¿7678¿Object¿¿¿{"start":{"line":665,"column":13},"end":{"line":665,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6137¿Identifier¿¿7678¿keys¿¿¿{"start":{"line":665,"column":20},"end":{"line":665,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6138¿Identifier¿¿7678¿obj¿¿¿{"start":{"line":665,"column":25},"end":{"line":665,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6139¿VariableDeclarator¿¿7678¿key¿¿¿{"start":{"line":667,"column":6},"end":{"line":669,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6140¿VariableDeclarator¿¿7678¿v572¿¿¿{"start":{"line":667,"column":12},"end":{"line":667,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6141¿MemberExpression¿¿7678¿¿¿¿{"start":{"line":667,"column":12},"end":{"line":667,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6142¿Identifier¿¿7678¿keys¿¿¿{"start":{"line":667,"column":12},"end":{"line":667,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6143¿Identifier¿¿7678¿length¿¿¿{"start":{"line":667,"column":17},"end":{"line":667,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6144¿VariableDeclarator¿¿7678¿v573¿¿¿{"start":{"line":667,"column":12},"end":{"line":667,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6145¿BinaryExpression¿>¿7678¿¿¿¿{"start":{"line":667,"column":12},"end":{"line":667,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BinaryExpression
6146¿Identifier¿¿7678¿v572¿¿¿¿¿Identifier
6147¿Literal¿number¿7678¿¿0¿¿{"start":{"line":667,"column":26},"end":{"line":667,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
6148¿VariableDeclarator¿¿7678¿v574¿¿¿{"start":{"line":668,"column":6},"end":{"line":668,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6149¿CallExpression¿¿7678¿¿¿¿{"start":{"line":668,"column":6},"end":{"line":668,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6150¿MemberExpression¿¿7678¿¿¿¿{"start":{"line":668,"column":6},"end":{"line":668,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6151¿Identifier¿¿7678¿req¿¿¿{"start":{"line":668,"column":6},"end":{"line":668,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6152¿Identifier¿¿7678¿accepts¿¿¿{"start":{"line":668,"column":10},"end":{"line":668,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6153¿Identifier¿¿7678¿keys¿¿¿{"start":{"line":668,"column":18},"end":{"line":668,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6154¿IfStatement¿¿7678¿¿¿¿{"start":{"line":667,"column":12},"end":{"line":669,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
6155¿Identifier¿¿7678¿v573¿¿¿¿¿Identifier
6156¿ExpressionStatement¿¿7678¿¿¿¿{"start":{"line":667,"column":12},"end":{"line":669,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6157¿AssignmentExpression¿=¿7678¿¿¿¿{"start":{"line":667,"column":12},"end":{"line":669,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
6158¿Identifier¿¿7678¿key¿¿¿{"start":{"line":667,"column":12},"end":{"line":669,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6159¿Identifier¿¿7678¿v574¿¿¿¿¿Identifier
6160¿BlockStatement¿¿7678¿¿¿¿¿¿BlockStatement
6161¿ExpressionStatement¿¿7678¿¿¿¿{"start":{"line":667,"column":12},"end":{"line":669,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6162¿AssignmentExpression¿=¿7678¿¿¿¿{"start":{"line":667,"column":12},"end":{"line":669,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
6163¿Identifier¿¿7678¿key¿¿¿{"start":{"line":667,"column":12},"end":{"line":669,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6164¿Literal¿boolean¿7678¿¿false¿¿{"start":{"line":669,"column":6},"end":{"line":669,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
6165¿BlockStatement¿¿7678¿¿¿¿¿¿BlockStatement
6166¿VariableDeclarator¿¿7678¿v575¿¿¿{"start":{"line":671,"column":2},"end":{"line":671,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6167¿CallExpression¿¿7678¿¿¿¿{"start":{"line":671,"column":2},"end":{"line":671,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6168¿MemberExpression¿¿7678¿¿¿¿{"start":{"line":671,"column":2},"end":{"line":671,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6169¿ThisExpression¿¿7678¿¿¿¿{"start":{"line":671,"column":2},"end":{"line":671,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThisExpression
6170¿Identifier¿¿7678¿vary¿¿¿{"start":{"line":671,"column":7},"end":{"line":671,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6171¿Literal¿string¿7678¿¿'Accept'¿¿{"start":{"line":671,"column":12},"end":{"line":671,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
6172¿ExpressionStatement¿¿7678¿¿¿¿{"start":{"line":671,"column":2},"end":{"line":671,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6173¿Identifier¿¿7678¿v575¿¿¿¿¿Identifier
6174¿IfStatement¿¿7678¿¿¿¿{"start":{"line":673,"column":2},"end":{"line":683,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
6175¿Identifier¿¿7678¿key¿¿¿{"start":{"line":673,"column":6},"end":{"line":673,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6176¿VariableDeclarator¿¿7678¿v576¿¿¿{"start":{"line":674,"column":29},"end":{"line":674,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6177¿CallExpression¿¿7678¿¿¿¿{"start":{"line":674,"column":29},"end":{"line":674,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6178¿Identifier¿¿7678¿normalizeType¿¿¿{"start":{"line":674,"column":29},"end":{"line":674,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6179¿Identifier¿¿7678¿key¿¿¿{"start":{"line":674,"column":43},"end":{"line":674,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6180¿VariableDeclarator¿¿7678¿v577¿¿¿{"start":{"line":674,"column":29},"end":{"line":674,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6181¿MemberExpression¿¿7678¿¿¿¿{"start":{"line":674,"column":29},"end":{"line":674,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6182¿Identifier¿¿7678¿v576¿¿¿¿¿Identifier
6183¿Identifier¿¿7678¿value¿¿¿{"start":{"line":674,"column":48},"end":{"line":674,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6184¿VariableDeclarator¿¿7678¿v578¿¿¿{"start":{"line":674,"column":4},"end":{"line":674,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6185¿CallExpression¿¿7678¿¿¿¿{"start":{"line":674,"column":4},"end":{"line":674,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6186¿MemberExpression¿¿7678¿¿¿¿{"start":{"line":674,"column":4},"end":{"line":674,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6187¿ThisExpression¿¿7678¿¿¿¿{"start":{"line":674,"column":4},"end":{"line":674,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThisExpression
6188¿Identifier¿¿7678¿set¿¿¿{"start":{"line":674,"column":9},"end":{"line":674,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6189¿Literal¿string¿7678¿¿'Content-Type'¿¿{"start":{"line":674,"column":13},"end":{"line":674,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
6190¿Identifier¿¿7678¿v577¿¿¿¿¿Identifier
6191¿ExpressionStatement¿¿7678¿¿¿¿{"start":{"line":674,"column":4},"end":{"line":674,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6192¿Identifier¿¿7678¿v578¿¿¿¿¿Identifier
6193¿VariableDeclarator¿¿7678¿v579¿¿¿{"start":{"line":675,"column":4},"end":{"line":675,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6194¿CallExpression¿¿7678¿¿¿¿{"start":{"line":675,"column":4},"end":{"line":675,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6195¿MemberExpression¿computed¿7678¿¿¿¿{"start":{"line":675,"column":4},"end":{"line":675,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6196¿Identifier¿¿7678¿obj¿¿¿{"start":{"line":675,"column":4},"end":{"line":675,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6197¿Identifier¿¿7678¿key¿¿¿{"start":{"line":675,"column":8},"end":{"line":675,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6198¿Identifier¿¿7678¿req¿¿¿{"start":{"line":675,"column":13},"end":{"line":675,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6199¿ThisExpression¿¿7678¿¿¿¿{"start":{"line":675,"column":18},"end":{"line":675,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThisExpression
6200¿Identifier¿¿7678¿next¿¿¿{"start":{"line":675,"column":24},"end":{"line":675,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6201¿ExpressionStatement¿¿7678¿¿¿¿{"start":{"line":675,"column":4},"end":{"line":675,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6202¿Identifier¿¿7678¿v579¿¿¿¿¿Identifier
6203¿BlockStatement¿¿7678¿¿¿¿{"start":{"line":673,"column":11},"end":{"line":676,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
6204¿IfStatement¿¿7678¿¿¿¿{"start":{"line":676,"column":9},"end":{"line":683,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
6205¿Identifier¿¿7678¿fn¿¿¿{"start":{"line":676,"column":13},"end":{"line":676,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6206¿VariableDeclarator¿¿7678¿v580¿¿¿{"start":{"line":677,"column":4},"end":{"line":677,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6207¿CallExpression¿¿7678¿¿¿¿{"start":{"line":677,"column":4},"end":{"line":677,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6208¿Identifier¿¿7678¿fn¿¿¿{"start":{"line":677,"column":4},"end":{"line":677,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6209¿ExpressionStatement¿¿7678¿¿¿¿{"start":{"line":677,"column":4},"end":{"line":677,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6210¿Identifier¿¿7678¿v580¿¿¿¿¿Identifier
6211¿BlockStatement¿¿7678¿¿¿¿{"start":{"line":676,"column":17},"end":{"line":678,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
6212¿VariableDeclarator¿¿7678¿err¿¿¿{"start":{"line":679,"column":8},"end":{"line":679,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6213¿NewExpression¿¿7678¿¿¿¿{"start":{"line":679,"column":14},"end":{"line":679,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿NewExpression
6214¿Identifier¿¿7678¿Error¿¿¿{"start":{"line":679,"column":18},"end":{"line":679,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6215¿Literal¿string¿7678¿¿'Not Acceptable'¿¿{"start":{"line":679,"column":24},"end":{"line":679,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
